           G1           G12           G32           G24           G22           G14           G11            G4           G18           G31           G17            G3           G25           G26           G29 
 40357698.194   38996953.77  38120701.619             0             0             0             0  40739622.996  41573106.704             0             0  40965154.483             0             0             0 
 40376304.996  39015653.275  38138844.602             0             0             0             0  40758491.138  41592196.996  37844989.369             0  40982892.121             0             0             0 
 40394911.228  39034352.189  38156986.994             0             0             0             0             0  41611286.566  37862934.806             0   41000629.11             0             0             0 
 40413517.877   39053051.77  38175130.013             0             0             0             0  40799839.147  41630376.633  37880887.585             0  41018366.698             0             0             0 
 40432123.801  39071750.846  38193272.491             0             0             0             0             0  41649466.012  37898835.351             0  41036103.693  38066888.509             0             0 
 40450729.963   39090450.55  38211415.563             0             0             0             0  40839532.388  41668555.563  37916790.362             0  41053841.211             0             0             0 
 40469335.424  39109149.713  38229558.044             0             0             0             0             0  41687644.333  37934740.606             0  41071578.139             0             0             0 
 40487941.582   39127849.53  38247701.153             0             0             0             0  40876936.151  41706733.669             0             0  41089315.666             0             0             0 
 40506547.311  39146548.775  38265843.671             0             0             0             0             0   41725822.25  37970673.285             0  41107052.563             0             0             0 
 40525153.933  39165248.728  38283986.873             0             0             0             0  40912046.961  41744911.444  37988639.197             0  41124790.072             0             0             0 
 40543759.992  39183948.085  38302129.466             0             0             0             0             0  41763999.934   38006586.63             0  41142526.938             0             0             0 
 40562366.619  39202648.114  38320272.748             0             0             0             0             0  41783088.988             0             0  41160264.378             0             0             0 
 40580972.648   39221347.59   38338415.46             0             0             0             0             0  41802177.334  38042509.012             0  41178001.198             0             0             0 
 40599579.012  39240047.646   38356558.74             0             0             0             0  40989137.956  41821266.179             0             0    41195738.5             0             0             0 
 40618184.597  39258747.137  38374701.454             0             0             0             0             0  41840354.324  38078405.904             0  41213475.173  38249009.141             0             0 
 40636791.021  39277447.219  38392844.718             0             0             0             0  41026521.777  41859442.951   38096362.94             0  41231212.366             0             0             0 
 40655396.984  39296146.734  38410987.399             0             0             0             0             0  41878530.866  38114315.069             0  41248948.891  38285433.697             0             0 
 40674003.561  39314846.881  38429130.691             0             0             0             0  41061677.106    41897619.3             0             0  41266685.975             0             0             0 
 40692609.531  39333546.409   38447273.35             0             0             0             0             0  41916706.998  38150238.075             0  41284422.385             0             0             0 
 40711216.069  39352246.582  38465416.617  42509077.097             0             0             0             0  41935795.257             0             0  41302159.411             0             0             0 
 40729805.163  39370946.103    38483559.2             0             0             0             0             0  41954882.758  38186174.532             0  41319895.684  38358282.907             0             0 
 40748415.175  39389646.287  38501702.452             0             0             0             0  41136120.703  41973970.823  38204149.848             0  41337632.555             0             0             0 
 40767008.469  39408345.876   38519845.03             0             0             0             0  41154986.236  41993058.149             0             0  41355368.771             0             0             0 
 40785606.891  39427046.023   38537988.18             0             0             0             0  41173848.589  42012145.978             0             0  41373105.485             0             0             0 
 40804204.919  39445745.712  38556130.761             0             0             0             0  41192723.696  42031233.211             0             0  41390841.674             0             0             0 
 40822803.407  39464445.964  38574262.824             0             0             0             0  41211599.103  42050320.895             0             0  41408578.377             0             0             0 
 40841401.794  39483145.649  38592404.669             0             0             0             0  41230467.063   42069407.87             0             0  41426314.398             0             0             0 
 40860007.762  39501845.928  38610547.059             0             0             0             0   41249342.39  42088495.363  38311862.248             0   41444050.95             0             0             0 
 40878618.974  39520545.681  38628690.215             0             0             0             0  41268228.151  42107582.143  38329827.298             0  41461786.852             0             0             0 
  40897239.78  39539246.125  38646834.513             0             0             0             0  41287106.936  42126669.514             0             0  41479523.376             0             0             0 
 40915860.607  39557946.013  38664978.751             0             0             0             0  41305991.758  42145756.202  38365752.247             0  41497259.269             0             0             0 
 40934468.005  39576646.542  38683124.311             0             0             0             0   41324884.41  42164843.426   38383723.64             0  41514995.673             0             0             0 
 40953081.941  39595346.513  38701269.172             0             0             0             0  41343763.674  42183929.966             0             0  41532731.492             0             0             0 
  40971688.91  39614047.173  38719415.198             0             0             0             0  41362645.182  42203017.075             0             0  41550467.897             0             0             0 
 40990292.579  39632747.258  38737561.424             0             0             0             0  41381525.751  42222103.478             0             0  41568203.653             0             0             0 
  41008898.77  39651447.938   38755708.68             0             0             0             0  41400406.661  42241190.374  38455620.416             0  41585939.931             0             0             0 
 41027520.654  39670148.023  38773855.262             0             0             0             0  41419286.246  42260276.575             0             0  41603675.569             0             0             0 
 41046135.161  39688848.708  38792002.085             0             0             0             0   41438164.27  42279363.248             0             0  41621411.743             0             0             0 
 41064760.422  39707548.875  38810147.048             0             0             0             0  41457008.635  42298449.273             0             0  41639147.354             0             0             0 
 41083380.289  39726249.637   38828292.43             0             0             0             0  41475882.225  42317535.742             0             0  41656883.473             0             0             0 
 41101985.004  39744949.697   38846436.93             0             0             0             0  41494752.786  42336621.366  38545333.568             0  41674618.819             0             0             0 
 41120590.266   39763650.55  38864582.227             0             0             0             0  41513624.719  42355707.719   38563272.99             0  41692354.872             0             0             0 
 41139195.384  39782350.863  38882726.952             0             0             0             0    41532499.9  42374793.386  38581222.385             0  41710090.306             0             0             0 
 41157801.866  39801051.792  38900872.067             0             0             0             0  41551373.073  42393879.543             0             0  41727826.288             0             0             0 
 41176407.695  39819752.226  38919016.468             0             0             0             0  41570250.326  42412965.073             0             0   41745561.68             0             0             0 
 41195013.625  39838453.255  38937161.211             0             0             0             0  41589129.422   42432051.07             0             0   41763297.56             0             0             0 
 41213619.548  39857153.723  38955305.008             0             0             0             0  41608011.604  42451136.352  38653093.069             0  41781032.842             0             0             0 
 41232226.606   39875854.88  38973449.238             0             0             0             0  41626892.553  42470222.216  38671049.991             0   41798768.69             0             0             0 
 41250833.141  39894555.481  38991592.676             0             0             0             0  41645771.416  42489307.384             0             0  41816503.916             0             0             0 
  41269440.62  39913256.682  39009736.557             0             0             0             0  41664649.041  42508393.028             0             0  41834239.679             0             0             0 
  41288047.12  39931957.238  39027879.588             0             0             0             0  41683527.085  42527477.923             0             0  41851974.721             0             0             0 
 41306653.963  39950658.437  39046023.242             0             0             0             0  41702405.867  42546563.342  38742814.017             0   41869710.32             0             0             0 
 41325260.068  39969359.075   39064166.36             0             0             0             0  41721283.273   42565648.06  38760762.381             0  41887445.302             0             0             0 
 41343866.901  39988060.294  39082310.058             0             0             0             0  41740160.846  42584733.262             0             0  41905180.791             0             0             0 
 41362473.125  40006761.001  39100453.252             0             0             0             0  41759037.099  42603817.801             0             0  41922915.671             0             0             0 
   41381079.7  40025462.227  39118596.877             0             0             0             0  41777914.051  42622902.788             0             0   41940650.98             0             0             0 
 41399685.987  40044162.963  39136739.982             0             0             0             0  41796777.903  42641987.115             0             0  41958385.725             0             0             0 
 41418293.259  40062864.394  39154883.841             0             0             0             0  41815657.415  42661072.022             0             0  41976121.119             0             0             0 
  41436899.86  40081565.181  39173026.995             0             0             0             0  41834531.754  42680156.137  38868552.439             0  41993855.761             0             0             0 
 41455507.293  40100266.614  39191170.821             0             0             0             0  41853407.688  42699240.838  38886517.275             0  42011590.978             0             0             0 
 41474114.191  40118967.437  39209313.988             0             0             0             0  41872281.653  42718324.763             0             0  42029325.492             0             0             0 
 41492727.465  40137668.918  39227457.833             0             0             0             0  41891155.796  42737409.264  38922497.443             0  42047060.608             0             0             0 
 41511342.861  40156369.898  39245601.188             0             0             0             0  41910035.643   42756493.12  38940480.831             0  42064795.156             0             0             0 
  41529958.56  40175071.448  39263745.079             0             0             0             0  41928915.737  42775577.384  38958452.546             0  42082530.179             0             0             0 
 41548591.372  40193772.488  39281888.461             0             0             0             0  41947788.413  42794661.024             0             0   42100264.62             0             0             0 
 41567197.691  40212474.189  39300032.436             0             0             0             0  41966661.712  42813745.185             0             0  42117999.606             0             0             0 
  41585798.02  40231175.371  39318175.837             0             0             0             0  41985537.365  42832828.656             0             0  42135733.981             0             0             0 
 41604396.796  40249877.133  39336319.761             0             0             0             0  42004413.767  42851912.603  39030256.775             0  42153468.825             0             0             0 
 41622997.712   40268578.36  39354463.119             0             0             0             0  42023289.497  42870995.867             0             0  42171203.073             0             0             0 
 41641599.486  40287280.137   39372606.98             0             0             0             0  42042166.342  42890079.641    39066152.9             0  42188937.796             0             0             0 
 41660201.344  40305981.365    39390750.2             0             0             0             0  42061042.874  42909162.763  39084103.196             0  42206671.897             0             0             0 
 41678806.311  40324683.191  39408894.003             0             0             0             0  42079919.848  42928246.339  39101964.729             0  42224406.549             0             0             0 
 41697410.947  40343384.472  39427037.276             0             0             0             0  42098796.735  42947329.248             0             0   42242140.57             0             0             0 
 41716016.501  40362086.386  39445181.235             0             0             0             0  42117674.965  42966412.669             0             0  42259875.164             0             0             0 
 41734621.959  40380787.784   39463324.61             0             0             0             0  42136552.836  42985495.483  39155781.403             0  42277609.132             0             0             0 
 41753228.491  40399489.852  39481468.676             0             0             0             0  42155431.197  43004578.872  39173731.562             0  42295343.699             0             0             0 
 41771834.825  40418191.292  39499612.173             0             0             0             0  42174308.987   43023661.47             0             0  42313077.544             0             0             0 
 41790442.331  40436893.401  39517756.415             0             0             0             0  42193186.771  43042744.619             0             0  42330811.987             0             0             0 
 41809049.578  40455594.984  39535900.075             0             0             0             0  42212064.007  43061827.111  39227588.946             0  42348545.827             0             0             0 
 41827657.299  40474297.167  39554044.342             0             0             0             0  42230941.939  43080910.101  39245542.965             0  42366280.206             0             0             0 
 41846264.386  40492998.765   39572187.97             0             0             0             0  42249819.118  43099992.318             0             0  42384013.895             0             0             0 
 41864871.917   40511700.97  39590332.118             0             0             0             0  42268696.776  43119075.055             0             0  42401748.116             0             0             0 
 41883478.915  40530402.605  39608475.745             0             0             0             0  42287573.549  43138157.085  39299404.945             0  42419481.697             0             0             0 
  41902086.53  40549104.846   39626619.99             0             0             0             0  42306450.615  43157239.666  39317359.514             0  42437215.805             0             0             0 
 41920693.586  40567806.503  39644763.606             0             0             0             0  42325327.205   43176321.53             0             0  42454949.226             0             0             0 
 41939301.366  40586508.688  39662907.749             0             0             0             0  42344204.038  43195403.841  39353269.708             0  42472683.092             0             0             0 
 41957908.683  40605210.356  39681051.313             0             0             0             0  42363080.131  43214485.486  39371224.727             0  42490416.377             0             0             0 
 41976516.633   40623912.56  39699195.336             0             0             0             0  42381956.765  43233567.523  39389180.229             0  42508150.094             0             0             0 
 41995124.081  40642614.213   39717338.77             0             0             0             0  42400832.883  43252648.961             0             0   42525883.18             0             0             0 
 42013732.119  40661316.491   39735439.97             0             0             0             0  42419709.531  43271752.366             0             0  42543616.792             0             0             0 
 42032339.566   40680018.23  39753591.732             0             0             0             0  42438585.664   43290830.96  39443044.889             0  42561349.807             0             0             0 
 42050947.598  40698720.596  39771731.282             0             0             0             0  42457462.506  43309912.144   39460999.95             0  42579083.373             0             0             0 
 42069555.037  40717422.351  39789871.793             0             0             0             0  42476338.586  43328993.366             0             0  42596816.232             0             0             0 
  42088163.18  40736124.787  39808013.557             0             0             0             0  42495215.073  43348075.414  39496905.229             0  42614549.726             0             0             0 
 42106770.748  40754826.637  39826156.677             0             0             0             0  42514104.053  43367157.159  39514862.382             0  42632282.538             0             0             0 
 42125378.816   40773529.08  39844301.173             0             0             0             0  42532981.627  43386239.165  39532825.038             0  42650015.881             0             0             0 
 42143986.294  40792230.958  39862448.994             0             0             0             0  42551869.897  43405320.306             0             0  42667748.576             0             0             0 
 42162594.306  40810933.395  39880596.418             0             0             0             0  42570738.653  43424401.504             0             0  42685481.778             0             0             0 
 42181201.725  40829635.223  39898742.806             0             0             0             0  42589625.303  43443482.002  39586659.768             0  42703214.296             0             0             0 
  42199809.77  40848337.672  39916890.101             0             0             0             0  42608502.807  43462563.082  39604619.101             0  42720947.392             0             0             0 
 42218417.078   40867039.49  39935037.137             0             0             0             0  42627393.604  43481643.363             0             0  42738679.778             0             0             0 
 42237025.098  40885741.966  39953183.545             0             0             0             0  42646271.261  43500724.627  39640535.558             0  42756412.761             0             0             0 
 42255632.426  40904443.802  39971329.138             0             0             0             0  42665146.359  43519805.066  39658485.735             0  42774145.021             0             0             0 
  42274240.42  40923146.278  39989475.295             0             0             0             0  42684013.934  43538885.698  39676446.525             0  42791877.857             0             0             0 
 42292847.923   40941848.27  40007620.649             0             0             0             0  42702894.763  43557965.713             0             0   42809610.15             0             0             0 
 42311455.993  40960550.861  40025766.413             0             0             0             0             0  43577046.391             0             0  42827342.946  39906496.437             0             0 
 42330063.374  40979252.902  40043911.562             0             0             0             0             0  43596126.519   39730414.96             0  42845075.113  39924712.079             0             0 
 42348671.505  40997955.592  40062057.014             0             0             0             0             0   43615207.35  39748388.391             0  42862807.853             0             0             0 
 42367279.152  41016657.756  40080201.589             0             0             0             0             0  43634287.575  39766345.576             0  42880539.993             0             0             0 
 42385887.317  41035360.446  40098346.705             0             0             0             0  42797350.734  43653368.001  39784289.532             0  42898272.607             0             0             0 
 42404487.605  41054062.559  40116491.128             0             0             0             0  42816222.373             0  39802229.733             0  42916004.583  39997576.129             0             0 
 42423099.864  41072765.298  40134636.244             0             0             0             0   42835093.99  43691644.022  39820185.104             0  42933737.125             0             0             0 
 42441713.653  41091467.453  40152780.757             0             0             0             0             0  43710712.965  39838136.221             0      42951469             0             0             0 
 42460326.025  41110170.238  40170925.875             0             0             0             0             0   43729795.12  39856083.191             0  42969201.448             0             0             0 
 42478932.475  41128872.424  40189070.372             0             0             0             0             0  43748883.413   39874035.24             0  42986933.213             0             0             0 
 42497540.684  41147575.213  40207215.359             0             0             0             0  42910516.072  43767964.392  39891982.033             0  43004665.492             0             0             0 
 42516147.346  41166277.422  40225359.634             0             0             0             0             0  43787034.179  39909938.823             0  43022397.113             0             0             0 
 42534754.028  41184980.249  40243504.412             0             0             0             0  42948236.036  43806116.287  39927891.456             0  43040129.271             0             0             0 
 42553359.271  41203682.529  40261648.585             0             0             0             0  42967121.721  43825200.554  39945843.299             0  43057860.793             0             0             0 
 42571941.792  41222385.495  40279793.481             0             0             0             0  42985985.155  43844275.873  39963807.213             0   43075592.93             0             0             0 
 42590550.842  41241087.772  40297937.677             0             0             0             0             0  43863357.074  39981743.968             0  43093324.255             0             0             0 
 42609161.976  41259790.725  40316082.525             0             0             0             0             0  43882441.005  39999677.632             0   43111056.21             0             0             0 
 42627772.452  41278493.126  40334226.787             0             0             0             0  43042616.186  43901519.814    40017636.3             0   43128787.52             0             0             0 
  42646383.74  41297196.162  40352371.678             0             0             0             0   43061485.57  43920598.781  40035580.945             0   43146519.38             0             0             0 
 42664993.473  41315898.578  40370515.836             0             0             0             0             0  43939677.794  40053529.263             0  43164250.532             0             0             0 
 42683603.958  41334601.643  40388660.645             0             0             0             0             0  43958757.026  40071485.614             0  43181982.298             0             0             0 
 42702213.887  41353304.176  40406804.762             0             0             0             0             0  43977835.066  40089435.632             0  43199713.428             0             0             0 
 42720833.334  41372007.314  40424949.443             0             0             0             0   43136959.29  43996917.068  40107388.744             0  43217445.112             0             0             0 
 42739439.168  41390709.914  40443093.433             0             0             0             0  43155830.047  44015988.442   40125344.48             0  43235176.168             0             0             0 
 42758054.835  41409413.111  40461237.999             0             0             0             0  43174697.992  44035065.697  40143301.201             0  43252907.752             0             0             0 
 42776653.537  41428115.709  40479381.902             0             0             0             0             0  44054141.883  40161258.067             0  43270638.676             0             0             0 
 42795259.673  41446818.915  40497526.434             0             0             0             0             0  44073218.777  40179214.246             0  43288370.155             0             0             0 
 42813868.386  41465521.494  40515670.322             0             0             0             0             0  44092294.719  40197170.287             0  43306100.943             0             0             0 
 42832472.671  41484224.715  40533814.945             0             0             0             0             0  44111371.869  40215122.207             0  43323832.325             0             0             0 
 42851073.643  41502927.391  40551958.886             0             0             0             0             0  44130447.876  40233074.673             0  43341563.089             0             0             0 
 42869678.246  41521630.611  40570103.394             0             0             0             0             0  44149523.977  40251026.319             0  43359294.323             0             0             0 
  42888280.74   41540333.24  40588247.456             0             0             0             0  43306818.331  44168598.491  40268977.753             0  43377024.878             0             0             0 
 42906878.206  41559036.488  40606392.127             0             0             0             0             0  44187672.797  40286930.317             0  43394756.006             0             0             0 
 42925487.341   41577739.21  40624536.318             0             0             0             0  43344592.083  44206745.008  40304881.874             0  43412486.536             0             0             0 
 42944097.663  41596442.526  40642681.044             0             0             0             0  43363468.294  44225816.558  40322835.131             0  43430217.586             0             0             0 
 42962710.625  41615145.382  40660825.415             0             0             0             0  43382347.429  44244887.627  40340787.003             0   43447948.09             0             0             0 
 42981321.796  41633848.855  40678970.336             0             0             0             0             0  44263961.559  40358739.679             0  43465679.125             0             0             0 
 42999933.946  41652551.759  40697114.763             0             0             0             0             0  44283034.796  40376691.362             0  43483409.508             0             0             0 
 43018545.303  41671255.302  40715259.725             0             0             0             0             0  44302108.628  40394643.518             0  43501140.487             0             0             0 
 43037157.525  41689958.316  40733404.011             0             0             0             0   43457843.28   44321181.75  40412595.714             0  43518870.839             0             0             0 
 43055770.045   41708661.96  40751548.881             0             0             0             0             0   44340255.33  40430549.347             0  43536601.742             0             0             0 
 43074380.229  41727365.074  40769693.277             0             0             0             0             0  44359328.368  40448502.217             0  43554332.027             0             0             0 
 43092991.104  41746068.777  40787838.203             0             0             0             0             0  44378401.892   40466455.49             0  43572062.835             0             0             0 
 43111601.174  41764771.894  40805982.514             0             0             0             0  43533344.315  44397474.937  40484407.949             0  43589792.972             0             0             0 
 43130211.893  41783475.682  40824127.562             0             0             0             0  43552219.026  44416548.384  40502360.757             0  43607523.735             0             0             0 
 43148822.148  41802178.876  40842272.018             0             0             0             0  43571093.167  44435621.043   40520265.75             0  43625253.827             0             0             0 
 43167432.113  41820882.725    40860417.2             0             0             0             0             0  44454694.345  40538202.033             0  43642984.512             0             0             0 
  43186040.66  41839586.046  40878561.888             0             0             0             0             0  44473767.138  40556152.883             0  43660714.591             0             0             0 
 43204649.255  41858289.937  40896707.128             0             0             0             0             0  44492840.873  40574116.782             0   43678445.15             0             0             0 
 43223257.452  41876993.302  40914851.913             0             0             0             0             0  44511914.816  40592078.712             0  43696175.119             0             0             0 
 43241866.515  41895697.362  40932997.402             0             0             0             0             0  44530989.297  40610042.151             0  43713905.732             0             0             0 
 43260475.177  41914400.847  40951142.325             0             0             0             0             0  44550063.111  40628001.484             0  43731635.681             0             0             0 
  43279084.61  41933104.934  40969287.872             0             0             0             0  43703215.312  44569137.391  40645960.588             0  43749366.159             0             0             0 
 43297693.726  41951808.465  40987432.847             0             0             0             0             0  44588211.027  40663917.542             0  43767095.996             0             0             0 
  43316303.41  41970512.611  41005578.371             0             0             0             0   43740964.97  44607285.141  40681871.502             0  43784826.372             0             0             0 
  43334912.39  41989216.269  41023721.576             0             0             0             0  43759839.371  44626358.623  40699824.299             0  43802556.184             0             0             0 
 43353521.921  42007920.617  41041857.064             0             0             0             0  43778714.446  44645432.762   40717779.68             0  43820286.608             0             0             0 
 43372130.565   42026624.45  41059986.949             0             0             0             0             0  44664506.282  40735734.466             0  43838016.428             0             0             0 
 43390739.792  42045328.868  41078126.374             0             0             0             0             0  44683518.704  40753688.522             0  43855746.749             0             0             0 
 43409348.125  42064032.795  41096276.182             0             0             0             0             0   44702593.86  40771622.826             0  43873476.489             0             0             0 
 43427957.253  42082737.328    41114416.4             0             0             0             0   43854200.38  44721662.444  40789573.719             0  43891206.786             0             0             0 
 43446565.492  42101441.261  41132569.515             0             0             0             0             0  44740735.017  40807524.258             0  43908936.427             0             0             0 
 43465174.384  42120145.822  41150722.306             0             0             0             0             0  44759813.541  40825477.037             0   43926666.65             0             0             0 
 43483782.823  42138849.809  41168873.723             0             0             0             0             0  44778893.628   40843428.88             0  43944396.236             0             0             0 
 43502391.973  42157554.514   41187020.88             0             0             0             0  43929696.988  44797968.434  40861382.339             0  43962126.491             0             0             0 
 43521000.591  42176258.622   41205176.15             0             0             0             0  43948573.618  44817040.921  40879335.925             0  43979856.081             0             0             0 
 43539610.129  42194963.442    41223319.8             0             0             0             0  43967443.256  44836116.474  40897291.002             0  43997586.323             0             0             0 
 43558219.199   42213667.65   41241466.91             0  42349272.446             0             0             0  44855194.408  40915245.991             0  44015315.887             0             0             0 
 43576829.028  42232372.525  41259616.485             0             0             0             0             0  44874265.446  40933202.198             0  44033046.033             0             0             0 
 43595438.391  42251076.871  41277765.201             0             0             0             0             0  44893341.751  40951157.593             0  44050775.582             0             0             0 
 43614048.495   42269781.92  41295912.718             0             0             0             0             0  44912421.467  40969113.436             0  44068505.734             0             0             0 
 43632658.041  42288486.379  41314059.478             0             0             0             0             0  44931497.693   40987068.95             0  44086235.223             0             0             0 
 43651268.205  42307191.492  41332206.758             0             0             0             0             0  44950572.139  41005024.127             0  44103965.254             0             0             0 
  43669877.61  42325895.988  41350352.608             0             0             0             0             0   44969644.99  41022978.446             0  44121694.603  41236369.122             0             0 
 43688487.873  42344601.268  41368499.342             0             0             0             0             0  44988716.726  41040933.544             0  44139424.653             0             0             0 
 43707097.416  42363305.992  41386645.196             0             0             0             0             0  45007790.377  41058888.271             0  44157154.065  41272808.206             0             0 
 43725707.388  42382011.293  41404791.509             0             0             0             0             0  45026867.937  41076843.395             0  44174883.972  41291028.059             0             0 
 43744316.797  42400716.095  41422937.193             0             0             0             0             0  45045939.063  41094798.094             0  44192613.333  41309247.455             0             0 
 43762913.643  42419421.537    41441083.4             0             0             0             0             0  45065015.615   41112753.06             0  44210343.256             0             0             0 
 43781515.406  42438126.465  41459229.197             0             0             0             0             0  45084093.099   41130707.58             0  44228072.621             0             0             0 
 43800118.966  42456831.932  41477375.496             0             0             0             0             0   45103169.49  41148662.439             0  44245802.457             0             0             0 
 43818713.593  42475536.922   41495521.38             0             0             0             0             0  45122242.304  41166616.561             0  44263531.745             0             0             0 
            0  42494242.446  41513667.833             0             0             0             0             0  45141321.795  41184571.222             0  44281261.515   41400347.25             0             0 
            0  42512947.432  41531813.935             0             0             0             0  44288270.558  45160401.061  41202525.373             0  44298990.679             0             0             0 
 43874771.042  42531653.088  41549960.693             0             0             0             0  44307145.722  45179475.187  41220480.319             0  44316720.443             0             0             0 
 43893375.692  42550358.171  41568106.887             0             0             0             0  44326034.188  45198547.021   41238434.83             0  44334449.574             0             0             0 
            0  42569063.877  41586253.632             0             0             0             0  44344906.833  45217619.902  41256390.083             0  44352179.253             0             0             0 
            0  42587769.001   41604399.88             0             0             0             0  44363779.668  45236686.143  41274344.819             0  44369908.272             0             0             0 
 43949236.175  42606474.778  41622546.728             0             0             0             0  44382657.696  45255761.982   41292300.31             0  44387637.863             0             0             0 
 43967869.871  42625179.985  41640692.916             0             0             0             0  44401541.172   45274832.85  41310255.327             0  44405366.813             0             0             0 
            0  42643885.925  41658839.835             0             0             0             0   44420414.17  45293904.357  41328211.239             0  44423096.405             0             0             0 
            0  42662591.227  41676986.094             0             0             0             0  44439300.377  45312978.398  41346166.618             0  44440825.261             0             0             0 
            0  42681297.293  41695132.974             0             0             0             0  44458180.499  45332043.158   41364122.84             0  44458554.804             0             0             0 
            0  42700002.762  41713279.332             0             0             0             0  44477064.391  45351111.839             0             0  44476283.683             0             0             0 
            0  42718708.876  41731426.279             0             0             0             0    44495935.4  45370181.443  41400034.818             0  44494013.122             0             0             0 
            0  42737414.424  41749572.646             0             0             0             0  44514816.669  45389258.172  41418067.903             0  44511741.919             0             0             0 
  44097922.63  42756120.613  41767719.691             0             0             0             0  44533702.542             0  41436013.523             0  44529471.313  41655432.498             0             0 
 44116537.444  42774826.146  41785866.043             0             0             0             0  44552577.276  45429268.268  41453941.382             0  44547199.966             0             0             0 
 44135150.384  42793532.354  41804013.086             0             0             0             0  44571451.746             0  41471867.293             0   44564929.23             0             0             0 
 44153764.372   42812237.94  41822159.529             0             0             0             0  44590323.853  45466688.645  41489793.293             0  44582657.792             0             0             0 
 44172391.228  42830944.143   41840306.53             0             0             0             0    44609195.5             0  41507729.057             0  44600386.921  41728315.671             0             0 
 44191012.478  42849649.883  41858453.042             0             0             0             0  44628066.668             0  41525682.262             0   44618115.51   41746536.33             0             0 
 44209625.804  42868356.286  41876600.195             0             0             0             0  44646939.248             0  41543647.104             0  44635844.694             0             0             0 
            0  42887062.092  41894746.709             0             0             0             0  44665811.246             0  41561611.173             0   44653573.21  41782978.476             0             0 
            0  42905768.564  41912893.855             0             0             0             0  44684683.639  45560616.631   41579564.86             0  44671302.329             0             0             0 
 44265377.888  42924474.552  41931040.496             0             0             0             0  44703555.198             0  41597522.126             0  44689030.873             0             0             0 
            0  42943181.165  41949187.821             0             0             0             0  44722427.962             0  41615479.707             0   44706759.99             0             0             0 
 44302611.478  42961887.282  41967334.688             0             0             0             0  44741300.506             0  41633435.352             0  44724488.541             0             0             0 
