           G1           G12           G32           G24           G22           G14           G11            G4           G18           G31           G17            G3           G25           G26           G29 
 36282500.114   34772058.27   34871817.26  37031898.028  34234832.853             0             0             0             0   34883808.87  38498440.657             0             0             0             0 
 36300896.666  34790523.722  34889790.233  37050961.311   34253672.86             0             0             0             0             0  38516945.534             0             0             0             0 
 36319292.755  34808988.728  34907762.752  37070024.034  34272503.623             0             0             0             0             0  38535482.087             0             0             0             0 
 36337689.611  34827454.507  34925736.004  37089087.404  34291332.295             0             0             0             0             0  38554012.367             0             0             0             0 
 36356086.012   34845919.84  34943708.801  37108150.205  34310159.897             0             0             0             0             0  38572546.743             0             0             0             0 
 36374483.082  34864385.897  34961682.386  37127213.628  34328989.139             0             0             0             0             0  38591070.389             0             0             0             0 
 36392879.655  34882851.467  34979655.376  37146276.476  34347821.955             0             0             0             0             0  38609596.398             0             0             0             0 
 36411276.932  34901317.777  34997629.187  37165339.929  34366668.457             0             0             0             0  35008588.837  38628127.557             0             0             0             0 
  36429673.77  34919783.678  35015602.581   37184402.85  34385523.968             0             0             0             0  35026414.511  38646663.564             0             0             0             0 
 36448071.312  34938250.312    35033576.7  37203466.368  34404382.256             0             0             0             0             0  38665182.697             0             0             0             0 
 36466468.372  34956716.459  35051550.225  37222529.287  34423239.333             0             0             0             0             0  38683710.203             0             0             0             0 
  36484866.16  34975183.358  35069524.474  37241592.811  34442096.997             0             0             0             0  35079892.959  38702229.983             0             0             0             0 
 36503263.517  34993649.847  35087498.341  37260655.798  34460954.879             0             0             0             0  35097718.893  38720754.519             0             0             0             0 
 36521661.594  35012117.045    35105472.9  37279719.366  34479814.046             0             0             0             0             0  38739291.309             0             0             0             0 
 36540059.208  35030583.805  35123447.048  37298782.405  34498673.018             0             0             0             0             0  38757815.431             0             0             0             0 
  36558457.57  35049051.367  35141421.921   37317846.08  34517532.438             0             0             0             0             0  38776339.781             0             0             0             0 
 36576855.426  35067518.462  35159396.331  37336909.173  34536391.271             0             0             0             0             0             0             0             0             0             0 
 36595253.987  35085986.325  35177371.435  37355972.874  34555250.743             0             0             0             0             0  38813379.171             0             0             0             0 
 36613652.174  35104453.841  35195346.154  37375036.097  34574109.652             0             0             0             0  35204631.568  38831899.952             0             0             0             0 
 36632051.029  35122922.074   35213321.53  37394099.897  34592969.435             0             0             0             0             0  38850428.868             0             0             0             0 
 36650449.468    35141389.9  35231296.376  37413163.216  34611828.482             0             0             0             0             0  38868960.679             0             0             0             0 
 36668848.589   35159858.41  35249271.682  37432227.103  34630687.831             0             0             0             0             0             0             0             0             0             0 
  36687247.19  35178326.429  35267246.342  37451290.405  34649546.338             0             0             0             0             0  38906015.163             0             0             0             0 
 36705646.531  35196795.176  35285221.529  37470354.304  34668405.569             0             0             0             0             0  38924537.881             0             0             0             0 
 36724045.423  35215263.474  35303196.129  37489417.666  34687264.341             0             0             0             0  35311603.358  38943072.848             0             0             0             0 
 36742445.046  35233732.508  35321171.373   37508481.62  34706123.795             0             0             0             0  35329432.729  38961604.039             0             0             0             0 
 36760844.209  35252201.099  35339146.138  37527545.025  34724982.965             0             0             0             0             0  38980140.289             0             0             0             0 
 36779244.144  35270670.429  35357121.589  37546609.045  34743842.774             0             0             0             0             0             0             0             0             0             0 
 36797643.601  35289139.271  35375096.517  37565672.483  34762701.796             0             0             0             0             0  39017194.353             0             0             0             0 
 36816043.766  35307608.808   35393072.06  37584736.499  34781561.078             0             0             0             0             0  39035738.197             0             0             0             0 
 36834443.539  35326077.946  35411047.204  37603800.017  34800419.513             0             0             0             0             0  39054273.502             0             0             0             0 
 36852844.117  35344547.883  35429023.087  37622864.213  34819278.272             0             0             0             0             0  39072796.869             0             0             0             0 
 36871244.178  35363017.357  35446998.434  37641927.834   34838093.14             0             0             0             0             0  39091329.319             0             0             0             0 
 36889644.919  35381487.508  35464974.396      37660992  34856950.286             0             0             0             0             0   39109856.61             0             0             0             0 
 36908045.261  35399957.289  35482949.942  37680055.661   34875808.82             0             0             0             0             0  39128383.636             0             0             0             0 
 36926446.282  35418427.755  35500926.139  37699119.868  34894670.405             0             0             0             0             0  39146897.888             0             0             0             0 
 36944846.942  35436897.866  35518901.957  37718183.599  34913531.992             0             0             0             0  35525699.561  39165427.805             0             0             0             0 
 36963248.315  35455368.702   35536878.43  37737247.925  34932394.105             0             0             0             0  35543522.476   39183962.36             0             0             0             0 
 36981649.248  35473839.091  35554854.413  37756311.686  34951255.999             0             0             0             0             0  39202497.515             0             0             0             0 
 37000050.894  35492310.237  35572831.092  37775376.046  34970117.614             0             0             0             0             0  39221023.053             0             0             0             0 
 37018452.126  35510780.982  35590807.302  37794439.886  34988978.849             0             0             0             0  35597000.436  39239550.306             0             0             0             0 
 37036854.095  35529252.488  35608784.201  37813504.345  35007840.953             0             0             0             0             0  39258080.464             0             0             0             0 
 37055255.584  35547723.552  35626760.641  37832568.271  35026703.007             0             0             0             0             0  39276611.317             0             0             0             0 
  37073657.74  35566195.284   35644737.73  37851632.747  35045565.393             0             0             0             0  35650477.546  39295142.584             0             0             0             0 
 37092059.528  35584666.642  35662714.429  37870696.763  35064427.315             0             0             0             0  35668301.673  39313673.426             0             0             0             0 
 37110462.004  35603138.707  35680691.819  37889761.366  35083307.018             0             0             0             0  35686126.628  39332211.906             0             0             0             0 
 37128864.094  35621610.397  35698668.806   37908825.49  35102161.723             0             0             0             0             0  39350743.869             0             0             0             0 
 37147266.886  35640082.814  35716646.479  37927890.206  35121001.399             0             0             0             0  35721774.411   39369276.16             0             0             0             0 
 37165669.116  35658554.675  35734623.569  37946954.279  35139839.734             0             0             0             0  35739597.362   39387809.16             0             0             0             0 
 37184072.128  35677027.332  35752601.385  37966019.005             0             0             0             0             0  35757403.615  39406338.448             0             0             0             0 
 37202474.698  35695499.573  35770578.745  37985083.219  35177760.999             0             0             0             0             0  39424869.676             0             0             0             0 
 37220877.998  35713972.575  35788556.822  38004148.049  35196593.991             0             0             0             0             0  39443413.013             0             0             0             0 
 37239280.859   35732445.12  35806534.391  38023212.338  35215439.262             0             0             0             0             0   39461940.45             0             0             0             0 
 37257684.419  35750918.395   35824512.61   38042277.21  35234303.066             0             0             0             0             0  39480471.563             0             0             0             0 
 37276087.573  35769391.271  35842490.389  38061341.553  35253161.203             0             0             0             0  35846563.261  39499000.742             0             0             0             0 
 37294491.458  35787864.871  35860468.867  38080406.513  35272017.685             0             0             0             0   35864395.87  39517529.183             0             0             0             0 
 37312894.898  35806338.039  35878446.906  38099470.945  35290877.736             0             0             0             0   35882242.94  39536069.759             0             0             0             0 
 37331299.083  35824811.976  35896425.663  38118536.006  35309729.522             0             0             0             0             0  39554599.636             0             0             0             0 
  37349702.74  35843285.443  35914403.911  38137600.478   35328598.31             0             0             0             0             0  39573130.468             0             0             0             0 
 37368107.146  35861759.675   35932382.86  38156665.593  35347453.312             0             0             0             0  35935767.124  39591662.713             0             0             0             0 
 37386511.172  35880233.575  35950361.417  38175730.266  35366308.889             0             0             0             0  35953593.675   39610194.42             0             0             0             0 
 37404915.918  35898708.215  35968340.683  38194795.525  35385163.673             0             0             0             0             0  39628726.505             0             0             0             0 
 37423320.201  35917182.425  35986319.574  38213860.247  35404021.366             0             0             0             0  35989254.596  39647257.877             0             0             0             0 
 37441725.184  35935657.367  36004299.124  38232925.548  35422886.173             0             0             0             0             0  39665791.094             0             0             0             0 
 37460129.763   35954131.88  36022278.217  38251990.314  35441762.518             0             0             0             0             0             0             0             0             0             0 
 37478534.991  35972607.092  36040257.936  38271055.618  35460638.816             0             0             0             0             0  39702858.238             0             0             0             0 
 37496939.799  35991081.913  36058268.274   38290120.42  35479500.226             0             0             0             0             0  39721391.932             0             0             0             0 
 37515345.381  36009557.528  36076252.154  38309185.866  35498356.111             0             0             0             0  36078407.199  39739926.207             0             0             0             0 
  37533750.54   36028032.72  36094239.223  38328250.789  35517215.382             0             0             0             0  36096243.498  39758460.334             0             0             0             0 
 37552156.408  36046508.622  36112226.924  38347316.269  35536080.252             0             0             0             0             0  39776994.939             0             0             0             0 
 37570561.837   36064984.09  36130212.884  38366381.205   35554939.36             0             0             0             0   36131895.66  39795528.874             0             0             0             0 
 37588968.038  36083460.329  36148198.447   38385446.78  35573800.342             0             0             0             0  36149744.381  39814064.073             0             0             0             0 
 37607373.717  36101936.049  36166181.584  38404511.717  35592663.365             0             0             0             0  36167586.133  39832598.933             0             0             0             0 
 37625780.082  36120412.474  36184163.368  38423577.236  35611527.057             0             0             0             0             0  39851134.396             0             0             0             0 
 37644186.018  36138888.482  36202145.014  38442642.199  35630390.323             0             0             0             0             0  39869669.371             0             0             0             0 
 37662592.701  36157365.238  36220126.849  38461707.807  35649253.797             0             0             0             0             0  39888205.133             0             0             0             0 
 37680998.945  36175841.573  36238106.876  38480772.874  35668117.511             0             0             0             0             0  39906740.264             0             0             0             0 
  37699405.88  36194318.591  36256085.537  38499838.507  35686982.005             0             0             0             0             0   39925275.96             0             0             0             0 
 37717812.267  36212795.074  36274061.704  38518903.481  35705845.265             0             0             0             0  36274630.805  39943811.024             0             0             0             0 
 37736219.467  36231272.368   36292040.04   38537969.15  35724709.004             0             0             0             0  36292474.821  39962346.653             0             0             0             0 
 37754626.131  36249749.143  36310017.901  38557034.179  35743572.478             0             0             0             0             0  39980881.752             0             0             0             0 
 37773033.489   36268226.67  36327996.449  38576099.809  35762422.613             0             0             0             0             0  39999417.513             0             0             0             0 
 37791440.383  36286703.746  36345974.487  38595164.874   35781288.42             0             0             0             0             0  40017952.822             0             0             0             0 
 37809847.965   36305181.54  36363953.255  38614230.521  35800150.075             0             0  37656306.375             0             0  40036488.719             0             0             0             0 
 37828255.133   36323658.92  36381931.602  38633295.644  35819032.026             0             0  37675048.726             0             0  40055024.024             0             0             0             0 
 37846663.019  36342137.027  36399910.663  38652361.363  35837919.062             0             0             0             0             0  40073560.159             0             0             0             0 
 37865070.532  36360614.762  36417889.407  38671426.626             0             0             0  37712534.613             0  36417178.119  40092095.904             0             0             0             0 
 37883478.705  36379093.169  36435868.607  38690492.446             0             0             0             0             0             0  40110632.255             0             0             0             0 
 37901886.386  36397571.093  36453847.505  38709557.644  35894551.037             0             0             0             0  36452864.925  40129168.132             0             0             0             0 
 37920294.747  36416049.715  36471827.157  38728623.416  35913409.319             0             0             0             0  36470705.673  40147704.705             0             0             0             0 
 37938702.633  36434527.901  36489806.422  38747688.615  35932262.794             0             0             0             0  36488541.641  40166240.752             0             0             0             0 
 37957111.215  36453006.829  36507786.627  38766754.409  35951128.539             0             0             0             0             0  40184777.513             0             0             0             0 
 37975519.333   36471485.29  36525767.089  38785819.634  35969994.632             0             0             0             0             0  40203313.818             0             0             0             0 
 37993928.105  36489964.419  36543748.108  38804885.397  35988867.158             0             0             0             0             0  40221850.772             0             0             0             0 
  38012336.39  36508443.079  36561728.633  38823950.587  36007718.505             0             0             0             0  36559924.069  40240387.326             0             0             0             0 
 38030745.304  36526922.384  36579709.744  38843016.291  36026577.409             0             0             0             0  36577785.618  40258924.456             0             0             0             0 
 38049153.876  36545401.359  36597690.496  38862081.522  36045434.214             0             0             0             0             0  40277461.282             0             0             0             0 
 38067563.195  36563881.121  36615671.931  38881147.425  36064288.818             0             0             0             0             0  40295998.798             0             0             0             0 
  38085972.02  36582360.408  36633652.893  38900212.722             0             0             0             0             0  36631348.914  40314535.801             0             0             0             0 
 38104381.559  36600840.437  36651634.579  38919278.631  36097067.047             0             0             0             0  36649185.577  40333073.548             0             0             0             0 
 38122790.543  36619319.911  36669615.775  38938343.888             0             0             0  37974852.521             0  36667021.096  40351610.521             0             0             0             0 
 38141200.227  36637800.073  36687597.542  38957409.723  36138334.372             0             0             0             0             0  40370148.179             0             0             0             0 
 38159609.473  36656279.789  36705578.987  38976475.002             0             0             0             0             0  36702643.901  40388685.344             0             0             0             0 
 38178019.411  36674760.205  36723561.055  38995540.876  36177572.732             0             0             0             0             0             0             0             0             0             0 
 38196428.815  36693240.083   36741542.57  39014606.102             0             0             0             0             0   36738270.45  40425760.261             0             0             0             0 
 38214838.902  36711720.632  36759524.738  39033671.877  36218022.271             0             0             0             0             0  40444298.037             0             0             0             0 
 38233248.521   36730200.74  36777506.417  39052737.099             0             0             0  38087293.804             0  36773922.002  40462835.301             0             0             0             0 
 38251658.863  36748681.599  36795488.845  39071802.944  36255008.726             0             0             0             0   36791753.86  40481373.409             0             0             0             0 
 38270068.772  36767162.056  36813470.855  39090868.269             0             0             0             0             0  36809584.404  40499911.124             0             0             0             0 
 38288479.436  36785643.278  36831453.578  39109934.254             0             0             0             0             0  36827416.569  40518449.578             0             0             0             0 
 38306889.523  36804123.941  36849435.628  39128999.556             0             0             0             0             0  36845246.705  40536987.438             0             0             0             0 
 38325300.356  36822605.348  36867418.425  39148065.473             0             0             0  38180995.879             0  36863077.353  40555526.009             0             0             0             0 
 38343710.701  36841086.292  36885400.659  39167130.775  36347522.888             0             0             0             0  36880907.914  40574064.153             0             0             0             0 
 38362121.809  36859568.021  36903383.587  39186196.726             0             0             0             0             0  36898691.048  40592602.994             0             0             0             0 
 38380532.457  36878049.288  36921365.977  39205262.077  36384911.259             0             0             0             0             0  40611141.347             0             0             0             0 
 38398943.783  36896531.256  36939348.999  39224327.983   36403774.16             0             0             0             0             0  40629680.383             0             0             0             0 
 38417354.656  36915012.787  36957331.598  39243393.342             0             0             0             0             0  36952182.082  40648218.929             0             0             0             0 
 38435766.229   36933495.04  36975315.063  39262459.289  36441479.183             0             0             0             0             0  40666758.191             0             0             0             0 
 38454177.287  36951976.785  36993298.074  39281524.624             0             0             0  38311956.992             0   36987849.94  40685296.962             0             0             0             0 
 38472589.027  36970459.253  37011281.776  39300590.541  36479303.169             0             0             0             0             0  40703836.408             0             0             0             0 
 38491000.359  36988941.336  37029265.047  39319655.951             0             0             0             0             0  37023517.579  40722375.384             0             0             0             0 
 38509412.412  37007424.179  37047248.987  39338721.991  36517066.913             0             0             0             0             0  40740915.049             0             0             0             0 
 38527824.001  37025906.586  37065232.468  39357787.465             0             0             0             0             0  37059184.456  40759454.216             0             0             0             0 
  38546236.29  37044389.744  37083216.574  39376853.534  36554833.677             0             0             0             0             0  40777994.006             0             0             0             0 
  38564648.14  37062872.447  37101200.224  39395919.041  36573693.634             0             0             0             0  37094854.226  40796533.288             0             0             0             0 
  38583060.77  37081355.909   37119184.63  39414985.213  36592560.151             0             0             0             0  37112676.733  40815073.331             0             0             0             0 
 38601472.967  37099838.939   37137168.57  39434050.843  36611420.593             0             0             0             0             0  40833612.887             0             0             0             0 
 38619885.869  37118322.658  37155153.129  39453117.049  36630290.787             0             0             0             0  37148341.209  40852153.104             0             0             0             0 
 38638298.285  37136805.892  37173137.163  39472182.656  36649149.422             0             0             0             0   37166160.55  40870692.812             0             0             0             0 
 38656711.272  37155289.695  37191121.757  39491248.716  36668016.371             0             0             0             0             0  40889233.031             0             0             0             0 
 38675123.856  37173773.112  37209105.929  39510314.286  36686876.243             0             0             0             0             0  40907772.814             0             0             0             0 
 38693537.163  37192257.266  37227090.792  39529380.478  36705740.958             0             0             0             0             0  40926313.306             0             0             0             0 
 38711949.994   37210740.96  37245075.132  39548446.074  36724604.234             0             0             0             0             0  40944853.355             0             0             0             0 
 38730363.538  37229225.384  37263060.155  39567512.292  36743480.019             0             0             0             0             0  40963394.095             0             0             0             0 
 38748776.549  37247709.309  37281044.614   39586577.89  36762338.456             0             0             0             0             0  40981934.383             0             0             0             0 
 38767190.231  37266193.899  37299029.683   39605644.05  36781211.778             0             0             0             0  37291032.791  41000475.331             0             0             0             0 
 38785603.486  37284678.102   37317014.33  39624709.687             0             0             0             0             0  37308868.293  41019015.889             0             0             0             0 
 38804017.395  37303162.978  37334999.583  39643775.882  36819970.384             0             0             0             0             0  41037557.099             0             0             0             0 
 38822430.892  37321647.437  37352984.383  39662841.546             0             0             0             0             0  37344530.182   41056111.09             0             0             0             0 
 38840845.094  37340132.603  37370969.841  39681907.791  36856967.456             0             0             0             0   37362363.18  41074659.057             0             0             0             0 
 38859258.756  37358617.226  37388954.735  39700973.373             0             0             0   38724355.66             0  37380201.973  41093198.095             0             0             0             0 
 38877673.177  37377102.598  37406940.267  39720039.589  36898722.728             0             0             0             0             0  41111728.543             0             0             0             0 
 38896087.104  37395587.494  37424925.297  39739105.211             0             0             0  38761839.501             0  37415882.816  41130266.806             0             0             0             0 
 38914501.614  37414072.973  37442910.819  39758171.313  36935887.727             0             0             0             0             0  41148803.009             0             0             0             0 
 38932915.668  37432558.022  37460895.853  39777236.866             0             0             0             0             0  37451544.313  41167335.397             0             0             0             0 
 38951330.354  37451043.723  37478881.466   39796302.95  36967754.647             0             0             0             0             0   41185869.31             0             0             0             0 
  38969744.58  37469529.001  37496866.563  39815368.492             0             0             0  38836809.287             0  37487230.937  41204402.485             0             0             0             0 
 38988159.592   37488015.09  37514852.375  39834434.716  37007707.817             0             0             0             0             0  41222949.483             0             0             0             0 
 39006574.099  37506500.699  37532837.597  39853500.351  37023034.608             0             0             0             0             0  41241496.232             0             0             0             0 
 39024989.291  37524987.015   37550766.27  39872566.579             0             0             0             0             0  37540754.813  41260038.348             0             0             0             0 
 39043404.023  37543472.869  37568750.973  39891632.237  37064218.517             0             0             0             0             0  41278578.246             0             0             0             0 
 39061819.443  37561959.427  37586726.748  39910698.476             0             0             0             0             0  37576429.995   41297119.79             0             0             0             0 
 39080234.441  37580445.559  37604726.663   39929764.21             0             0             0  38949192.541             0  37594265.733  41315662.996             0             0             0             0 
  39098650.17  37598932.433  37622718.787  39948830.552  37120906.801             0             0             0             0  37612101.609  41334212.561             0             0             0             0 
 39117065.476  37617418.877  37640705.207  39967896.357             0             0             0  38986677.914             0  37629936.877  41352762.819             0             0             0             0 
 39135481.548  37635906.059  37658691.892  39986962.802  37158629.264             0             0             0             0             0  41371294.079             0             0             0             0 
 39153897.116  37654392.768  37676680.544  40006028.654             0             0             0             0             0   37665607.55  41389843.263             0             0             0             0 
 39172313.496  37672880.277  37694674.036  40025095.178  37196364.491             0             0             0             0             0  41408392.544             0             0             0             0 
 39190729.334  37691367.295  37712661.466  40044161.096             0             0             0             0  39454148.171             0  41426929.952             0             0             0             0 
 39209145.888  37709855.028  37730648.961  40063227.599             0             0             0  39080382.399             0  37719114.484  41445452.717             0             0             0             0 
  39227561.94  37728342.311  37748635.639   40082293.54  37252927.333             0             0             0             0  37736950.008  41463997.042             0             0             0             0 
 39245978.809  37746830.392   37766617.42  40101360.141             0             0             0             0             0  37754785.864  41482526.675             0             0             0             0 
  39264395.22  37765318.038  37784612.191  40120426.216             0             0             0             0  39527538.029             0  41501069.847             0             0             0             0 
 39282812.398  37783806.473   37802594.13  40139492.941  37315078.602             0             0             0             0             0  41519624.933             0             0             0             0 
 39301229.097  37802294.473  37820583.795  40158559.092             0             0             0  39174124.949             0  37808294.617   41538164.93             0             0             0             0 
 39319646.546  37820783.217  37838570.812  40177625.854  37352150.834             0             0             0             0  37826131.352  41556712.833             0             0             0             0 
 39338063.402  37839271.438  37856558.686  40196691.971             0             0             0  39211618.077             0  37843967.481  41575248.693             0             0             0             0 
 39356480.843  37857760.258  37874546.333  40215758.578  37385028.146             0             0             0             0             0  41593784.621             0             0             0             0 
 39374897.845  37876248.655  37892533.723  40234824.629             0             0             0  39249111.818             0  37879609.323  41612320.569             0             0             0             0 
 39393315.601  37894737.795  37910521.725  40253891.309  37422827.796             0             0             0             0             0  41630878.187             0             0             0             0 
 39411732.791  37913226.446  37928508.977  40272957.385  37441691.904             0             0             0             0  37915278.808   41649425.61             0             0             0             0 
 39430150.706  37931715.819  37946497.267  40292024.037  37460567.181             0             0             0             0  37933113.931      41667974             0             0             0             0 
 39448568.222  37950204.836  37964485.486  40311090.225  37479438.954             0             0             0             0             0  41686526.097             0             0             0             0 
  39466986.54   37968694.66  37982474.712   40330157.09  37498304.804             0             0             0             0             0  41705078.228             0             0             0             0 
 39485404.364  37987184.016  38000463.213   40349223.36   37517171.09             0             0             0             0             0  41723621.747             0             0             0             0 
 39503822.908   38005674.08  38018452.787  40368290.211  37536042.237             0             0             0             0             0  41742171.767             0             0             0             0 
  39522240.98  38024163.699  38036441.652  40387356.505  37554911.547             0             0             0             0             0  41760728.748             0             0             0             0 
 39540659.812  38042654.056  38054431.337  40406423.412  37573777.321             0             0             0             0             0  41779282.871             0             0             0             0 
 39559078.099  38061143.897  38072420.187  40425489.676   37592642.39             0             0             0             0  38058022.485  41797837.779             0             0             0             0 
 39577497.168  38079634.513  38090409.873  40444556.588  37611518.057             0             0             0             0  38075872.382  41816364.305             0             0             0             0 
 39595915.783  38098124.726   38108399.13  40463622.951  37630394.712             0             0             0             0             0  41834901.536             0             0             0             0 
 39614335.081  38116615.616  38126389.207  40482689.879  37649269.149             0             0             0             0             0  41853441.677             0             0             0             0 
 39632753.989  38135106.144  38144378.778  40501756.307  37668143.128             0             0             0             0             0  41871985.604             0             0             0             0 
  39651173.65  38153597.441  38162369.267  40520823.379  37687016.429             0             0             0             0  38147254.904  41890527.672             0             0             0             0 
 39669592.783  38172088.228  38180359.028  40539889.825  37705889.797             0             0             0             0             0  41909080.255             0             0             0             0 
 39688012.659  38190579.744  38198349.499  40558956.901  37724763.203             0             0             0             0             0  41927628.216             0             0             0             0 
 39706432.063    38209070.8  38216339.294  40578023.363  37743636.206             0             0             0             0             0  41946173.972             0             0             0             0 
 39724852.132  38227562.537  38234329.682  40597090.397  37762510.429             0             0             0             0             0  41964716.922             0             0             0             0 
 39743271.769  38246053.837  38252319.482  40616156.872   37781384.09             0             0             0             0             0  41983267.471             0             0             0             0 
 39761692.159  38264545.899  38270310.108      40635224  37800258.477             0             0             0             0             0   42001820.14             0             0             0             0 
 39780112.087  38283037.513  38288299.944  40654290.524  37819132.584             0             0             0             0  38272123.402   42020365.53             0             0             0             0 
 39798532.699  38301529.837  38306290.322   40673357.64  37838007.899             0             0             0             0  38289955.953  42038912.813             0             0             0             0 
  39816952.84  38320021.727  38324280.228  40692424.204  37856882.987             0             0             0             0             0  42057467.089             0             0             0             0 
 39835373.655  38338514.298  38342270.818  40711491.346  37875758.462             0             0             0             0             0  42076013.474             0             0             0             0 
 39853794.024   38357006.43  38360260.876  40730557.925   37894632.89             0             0             0             0             0  42094569.297             0             0             0             0 
 39872215.063  38375499.267  38378251.529  40749625.098  37913507.851             0             0             0             0  38361300.211  42113117.094             0             0             0             0 
 39890635.645  38393991.628  38396241.726  40768691.675  37932382.353             0             0             0             0   38379134.35  42131671.424             0             0             0             0 
  39909056.97  38412484.685  38414232.624  40787758.815   37951257.45             0             0             0             0             0  42150207.991             0             0             0             0 
 39927477.844  38430977.307  38432223.011  40806825.378  37970131.759             0             0             0             0             0  42168764.312             0             0             0             0 
 39945899.332  38449470.564      38450214  40825892.471             0             0             0             0             0  38432614.315  42187304.625             0             0             0             0 
 39964320.391  38467963.421  38468204.532  40844959.033  38007819.277             0             0             0             0             0  42205849.703             0             0             0             0 
  39982742.15  38486457.009  38486195.785  40864026.215             0             0             0             0             0  38468240.889  42224401.391             0             0             0             0 
 40001163.438  38504950.146  38504186.502  40883092.834  38045583.348             0             0             0             0  38486053.475  42242943.936             0             0             0             0 
 40019585.482  38523444.051  38522177.938  40902160.117             0             0             0  39905379.907             0  38503885.693  42261493.862             0             0             0             0 
 40038007.057  38541937.481  38540168.833  40921226.776  38083331.838             0             0             0             0  38521723.155   42280036.78             0             0             0             0 
 40056429.395  38560431.668  38558160.426   40940294.09             0             0             0             0             0  38539561.253  42298588.889             0             0             0             0 
 40074851.294  38578925.391  38576151.518  40959360.854  38121281.885             0             0             0             0  38557399.071  42317134.447             0             0             0             0 
 40093273.866  38597419.759  38594143.216  40978428.121  38140019.738             0             0             0             0  38575237.266  42335681.651             0             0             0             0 
 40111696.017  38615913.748  38612134.464  40997494.888  38158830.055             0             0             0             0             0  42354229.329             0             0             0             0 
 40130118.919  38634408.502  38630126.444  41016562.275             0             0             0             0             0  38610913.521  42372777.031             0             0             0             0 
 40148541.344  38652902.803  38648117.927  41035629.097  38196595.252             0             0             0             0             0             0             0             0             0             0 
 40166964.501  38671397.874  38666110.141  41054696.574             0             0             0             0             0  38646562.434  42409872.233             0             0             0             0 
   40185387.2  38689892.484  38684101.832  41073763.475  38234275.172             0             0             0             0             0  42428420.262             0             0             0             0 
