           G1           G28           R22           G19           R12            G7            G3            G6            R6           R24            R5           G26           G11           G16           R13           R14            G8           R23           G15           G22           G17            R7           R15           R17            R8           G32           G20            G9            R1           R16            G4           R18            R2           G12            G2            R9           G10           G23           G25           R19           R10           G13            G5            R4           G31           R11           G29           R20           G30           G21           R21           G18           G14 
            0             0  23776004.659  24685923.159             0             0             0             0   20516746.12  23242770.897             0             0             0             0             0             0             0  22362119.894  23233651.637  20678097.326             0  19467738.515  22965543.639             0  22515002.094             0             0  20317849.691             0  19945962.389             0             0             0  24801752.775             0  20350832.214             0             0             0             0             0             0             0             0             0             0             0             0             0  23126044.415             0  20445876.599  22275606.518 
            0             0  23798138.675  24696006.997             0             0             0             0  20531217.519    23231636.3             0             0             0             0             0             0             0  22370365.902  23251636.199  20669721.422             0  19459139.918  22988445.031             0  22494544.105             0             0  20319747.732             0  19952070.409             0             0             0   24782644.67             0  20333238.072             0             0             0             0             0             0             0             0             0             0             0             0             0  23145612.833             0  20451919.917  22260359.515 
            0             0  23820303.696  24706169.461             0             0             0             0  20545761.627  23220631.296             0             0             0             0             0             0             0  22378750.674  23269639.523  20661419.763             0  19450630.781  23011402.779             0  22474101.191             0             0  20321777.463             0  19958328.388             0             0             0   24763552.15             0  20315756.733             0             0             0             0             0             0             0             0             0             0             0             0             0  23165223.448             0  20458045.295  22245156.639 
            0             0  23842504.141  24716414.838             0             0             0             0  20560380.382  23209758.511             0             0  24867749.349             0             0             0             0  22387274.726  23287663.905  20653192.345             0  19442210.213  23034417.817             0  22453675.901             0             0   20323939.04             0  19964735.998             0             0             0  24744477.469             0  20298391.318             0             0             0             0             0             0             0             0             0             0             0             0             0  23184875.303             0  20464253.516  22229998.515 
            0             0  23864730.518  24726742.554             0             0             0             0  20575072.396  23199014.848             0             0  24853466.011             0             0             0             0  22395934.331  23305711.753  20645039.113             0    19433879.2  23057485.223             0  22433270.569             0             0  20326232.457             0  19971292.687             0             0             0  24725424.883             0  20281142.982             0             0             0             0             0             0             0             0             0             0             0             0             0  23204568.764             0  20470546.064  22214885.177 
            0             0  23886989.025   24737145.51             0             0             0             0  20589835.703   23188405.41             0             0   24839251.12             0             0             0             0  22404731.417  23323783.353  20636960.988             0  19425639.457  23080608.603             0   22412882.37             0             0  20328656.923             0  19977998.025             0             0             0  24706382.657             0  20264010.253             0             0             0             0             0             0             0             0             0             0             0             0             0  23224299.078             0  20476921.299  22199817.382 
            0             0  23909276.877  24747629.332             0             0             0             0  20604673.171  23177926.358             0             0  24825117.483             0             0             0             0  22413666.532  23341872.005  20628956.889             0  19417489.459  23103783.855             0   22392513.35             0             0  20331213.155             0  19984851.275             0             0             0  24687359.903             0  20246993.799             0             0             0             0             0             0             0             0             0             0             0             0             0  23244068.933             0  20483379.944  22184795.248 
            0             0  23931589.352  24758195.365             0             0             0             0  20619584.398  23167581.307             0             0  24811061.389             0             0             0             0  22422736.189  23359984.858  20621028.447             0  19409430.179  23127011.507             0  22372165.874             0             0  20333900.702             0   19991853.12             0             0             0   24668352.68             0  20230095.564             0             0             0             0             0             0             0             0             0             0             0             0             0  23263879.362             0  20489922.084  22169817.949 
            0             0  23953933.017  24768838.774             0             0             0             0  20634567.243  23157370.286             0             0  24797079.348             0             0             0             0  22431941.232  23378115.392  20613176.159             0  19401462.786  23150294.073             0  22351837.387             0             0  20336718.594             0   19999001.49             0             0             0  24649366.622             0   20213316.58             0             0             0             0             0             0             0             0             0             0             0             0             0   23283724.72             0  20496547.534  22154886.692 
            0             0  23976302.451  24779557.407             0             0             0             0  20649622.626  23147291.237             0             0  24783176.719             0             0             0             0  22441283.023  23396269.762   20605399.38             0  19393585.647  23173624.363             0  22331525.597             0             0  20339667.194             0  20006296.756             0             0             0  24630399.498             0  20196656.087             0             0             0             0             0             0             0             0             0             0             0             0             0   23303608.81             0  20503255.737  22140000.948 
            0             0  23998694.376  24790355.166             0             0             0             0  20664751.582  23137348.539             0             0  24769354.708             0             0             0             0  22450757.931  23414444.683  20597698.959             0  19385801.629  23197008.103             0  22311239.275             0             0  20342747.214             0  20013739.161             0             0             0  24611449.895             0  20180114.984             0             0             0             0             0             0             0             0             0             0             0             0             0  23323530.645             0  20510047.245  22125161.482 
            0             0  24021116.872  24801232.024             0             0             0             0  20679951.631  23127540.627             0             0  24755610.265             0             0             0             0  22460366.627   23432638.72  20590074.215             0  19378108.931  23220439.475             0   22290968.88             0             0  20345957.366             0  20021327.411             0             0             0  24592522.803             0  20163692.769             0             0             0             0             0             0             0             0             0             0             0             0             0   23343490.17             0  20516921.744  22110367.824 
            0             0  24043555.282  24812185.175             0             0             0             0  20695222.632  23117865.228             0             0   24741943.25             0             0             0             0  22470110.982  23450851.187   20582526.18             0  19370509.015  23243917.251             0  22270725.645             0             0  20349297.848             0   20029060.32             0             0             0  24573614.175             0  20147393.544             0             0             0             0             0             0             0             0             0             0             0             0             0  23363484.246             0  20523878.949   22095620.43 
            0             0   24066023.63   24823215.16             0             0             0             0  20710566.132  23108326.633             0             0  24728358.773             0             0             0             0  22479984.471  23469083.601  20575055.749             0  19363002.821  23267446.221             0  22250499.542             0             0  20352767.427             0  20036939.636             0             0             0   24554731.15             0  20131214.003             0             0             0             0             0             0             0             0             0             0             0             0             0  23383512.179             0  20530919.347  22080919.967 
            0             0  24088509.568  24834318.559             0             0             0             0  20725980.864  23098925.333             0             0  24714855.637             0             0             0             0  22489992.589  23487337.828  20567662.045             0  19355589.312  23291023.776             0  22230295.774             0             0   20356367.29             0  20044963.551             0             0             0  24535869.089             0  20115156.522             0             0             0             0             0             0             0             0             0             0             0             0             0  23403577.642             0   20538042.86  22066264.932 
            0             0             0  24845495.764             0             0             0             0  20741467.532  23089661.431             0             0  24701427.491             0             0             0             0  22500134.401  23505608.458  20560345.792             0  19348269.688  23314646.679             0  22210114.827             0             0  20360096.663             0  20053131.976             0             0             0  24517029.799             0  20099221.711             0             0             0             0             0             0             0             0             0             0             0             0             0  23423676.182             0  20545249.244  22051657.325 
            0             0             0  24856748.305             0             0             0             0  20757024.046  23080533.011             0             0  24688085.877             0             0             0             0  22510407.022  23523900.288  20553108.144             0  19341044.198  23338312.104             0  22189957.175             0             0  20363955.841             0  20061444.255             0             0             0  24498212.191             0  20083410.105             0             0             0             0             0             0             0             0             0             0             0             0             0  23443809.786             0  20552539.462  22037096.344 
            0             0             0  24868076.373             0             0             0             0  20772652.793  23071540.102             0             0  24674822.813             0             0             0             0  22520807.369  23542208.807  20545947.517             0  19333913.828  23362026.591             0  22169821.754             0             0  20367944.081             0  20069899.736             0             0             0  24479420.079             0  20067722.657             0             0             0             0  23669244.034             0             0             0             0             0             0             0             0  23463974.574             0  20559911.587  22022582.756 
            0             0             0   24879480.75             0             0             0             0  20788351.964  23062689.398             0             0  24661639.688             0             0             0             0  22531340.609  23560536.649  20538865.208             0  19326877.685  23385781.842             0  22149709.127             0             0  20372061.039             0  20078499.611             0             0             0  24460650.352             0   20052159.07             0             0             0             0  23643075.406             0             0             0             0             0             0             0             0  23484174.353             0  20567366.643  22008115.715 
            0             0             0  24890958.476             0             0             0             0   20804120.14  23053971.612             0             0  24648540.449             0             0             0             0  22541999.686  23578879.891   20531861.93             0  19319936.533  23409584.312             0  22129622.621             0             0  20376307.393             0  20087241.323             0             0             0  24441908.873             0  20036721.404             0             0             0             0  23616919.671             0             0             0             0             0             0             0             0  23504404.536             0  20574904.447  21993696.467 
            0             0             0  24902508.793             0             0             0             0  20819959.948   23045400.02             0             0  24635527.118             0             0             0             0  22552792.216  23597245.793  20524937.187             0  19313091.763  23433430.116             0  22109556.264             0             0  20380681.879             0  20096124.658             0             0             0  24423193.613             0   20021408.84             0             0             0             0  23590782.042             0             0             0             0             0             0             0             0  23524665.283             0   20582525.24  21979324.272 
            0             0             0  24914129.702             0             0             0             0  20835868.569  23036958.105             0             0  24622591.458             0             0             0             0  22563710.553  23615628.315   20518091.19             0  19306342.021  23457315.583             0  22089516.142             0             0  20385185.201             0  20105149.962             0             0             0   24404502.37             0  20006221.992             0             0             0             0  23564659.726             0             0             0             0             0             0             0             0  23544960.676             0  20590228.104  21965000.986 
            0             0             0  24925823.743             0             0             0             0  20851849.739  23028664.919             0             0  24609742.103             0             0             0             0   22574755.82  23634027.086  20511324.856             0  19299688.521  23481241.818             0  22069502.343             0             0  20389816.244             0  20114316.409             0             0             0  24385837.246             0  19991160.901             0             0             0             0  23538556.069             0             0             0             0             0             0             0             0  23565284.023             0  20598014.171   21950723.77 
            0             0             0  24937589.177             0             0             0             0  20867896.815  23020504.907             0             0  24596977.134             0             0             0             0  22585930.875  23652443.799  20504638.375             0  19293131.614  23505214.133             0  22049512.218             0             0  20394574.863             0  20123623.756             0             0             0  24367206.915             0  19976227.541             0             0             0             0  23512466.585             0             0             0             0             0             0             0             0  23585637.561             0   20605883.08  21936494.869 
            0             0             0  24949427.032             0             0             0             0  20884014.704  23012487.873             0             0  24584295.484             0             0             0             0  22597233.772  23670878.183  20498031.529             0  19286672.081  23529221.788             0  22029549.167             0             0  20399461.528             0  20133071.452             0             0             0  24348600.172             0  19961422.971             0             0             0             0  23486401.399             0             0             0             0             0             0             0             0  23606021.736             0   20613833.64  21922314.255 
            0             0             0  24961333.878             0             0             0             0  20900201.986   23004612.41             0             0  24571697.649             0             0             0             0  22608659.161  23689327.811  20491505.245             0  19280309.952  23553267.993             0  22009611.661             0             0  20404475.488             0  20142657.961             0             0             0  24330017.048             0  19946745.628             0             0             0             0   23460353.55             0             0             0             0             0             0             0             0  23626432.675             0  20621867.756  21908180.713 
            0             0             0  24973308.341             0             0             0             0  20916457.505  22996871.835             0             0  24559184.102             0             0             0             0  22620211.026  23707795.461  20485058.941             0  19274044.457  23577354.143             0  21989696.841             0             0  20409616.496             0  20152383.275             0             0             0    24311473.2             0  19932197.289             0             0             0             0  23434320.608             0             0             0             0             0             0             0             0   23646873.21             0   20629982.96   21894096.34 
            0             0             0  24985356.698             0             0             0             0  20932782.338  22989281.318             0             0  24546760.299             0             0             0             0  22631887.656  23726279.748  20478693.429             0   19267877.04  23601477.533             0  21969812.927             0             0  20414884.621             0  20162248.349             0             0             0  24292954.881             0  19917778.264             0             0             0             0  23408309.497             0             0             0             0             0             0             0             0  23667341.905             0  20638180.859  21880060.837 
            0             0             0  24997471.205             0             0             0             0  20949175.176  22981825.172             0             0  24534417.535             0             0             0             0  22643687.595  23744778.011  20472408.887             0  19261808.523  23625638.944             0  21949956.638             0             0  20420278.722             0  20172251.272             0             0             0  24274467.617             0  19903489.188             0             0             0             0  23382321.168             0             0             0             0             0             0             0             0  23687837.783             0  20646461.482   21866073.64 
            0             0             0  25009654.713             0             0             0             0  20965637.324  22974516.782             0             0  24522162.044             0             0             0             0  22655612.632  23763294.265   20466205.07             0  19255838.824  23649835.139             0  21930125.813             0             0  20425799.273             0  20182391.566             0             0             0  24256013.594             0  19889329.811             0             0             0             0  23356358.042             0             0             0             0             0             0             0             0  23708362.353             0  20654823.416  21852134.439 
            0             0             0  25021905.677             0             0             0             0  20982166.478  22967346.462             0             0  24509996.086             0             0             0             0  22667658.469  23781826.292  20460083.436             0  19249967.334  23674071.387             0  21910323.129             0             0  20431445.921             0  20192668.332             0             0             0  24237589.921             0  19875302.071             0             0             0             0  23330410.171             0             0             0             0             0             0             0             0  23728910.151             0  20663268.529  21838245.335 
            0             0             0  25034225.245             0             0             0             0  20998764.153  22960319.062             0             0  24497915.139             0             0             0             0  22679829.937  23800373.271   20454043.33             0  19244195.873   23698337.67             0  21890551.945             0             0  20437217.999             0  20203082.346             0             0             0   24219198.48             0  19861405.485             0             0             0             0  23304488.543             0             0             0             0             0             0             0             0  23749486.893             0  20671794.381  21824404.376 
            0             0             0  25046613.004             0             0             0             0  21015429.965  22953436.168             0             0   24485920.56             0             0             0             0  22692121.461  23818937.343  20448084.885             0   19238523.27  23722641.643             0  21870805.641             0             0  20443116.362             0  20213632.966             0             0             0  24200840.738             0  19847641.217             0             0             0             0  23278589.584             0             0             0             0             0             0             0             0   23770086.51             0  20680403.334  21810613.807 
            0             0             0  25059065.741             0             0             0             0  21032161.308  22946696.062             0             0  24474015.455             0             0             0             0  22704533.994  23837514.724  20442208.667             0  19232950.657  23746978.014             0  21851088.954             0             0  20449139.616             0  20224317.139             0             0             0   24182517.64             0  19834009.137             0             0             0             0  23252715.403             0             0             0             0             0             0             0             0  23790711.927             0   20689093.53  21796871.077 
            0             0             0  25071584.725             0             0             0             0  21048960.204  22940101.115             0             0  24462198.376             0             0             0             0  22717065.795  23856106.116  20436414.962             0  19227479.338  23771347.676             0  21831403.887             0             0  20455287.232             0  20235137.974             0             0             0  24164228.643             0   19820510.24             0             0             0             0  23226865.343             0             0             0             0             0             0             0             0  23811360.987             0  20697865.688  21783177.536 
            0             0             0  25084169.837             0             0             0             0  21065826.205  22933646.445             0             0  24450468.321             0             0             0             0  22729717.661  23874713.929  20430703.694             0  19222107.956   23795746.32             0  21811747.338             0             0  20461560.312             0  20246092.572             0             0             0  24145973.646             0  19807144.747             0             0             0             0  23201041.436             0             0             0             0             0             0             0             0  23832034.721             0  20706718.932  21769534.545 
            0             0             0  25096819.766             0             0             0             0  21082759.527  22927339.867             0             0  24438824.005             0             0             0             0  22742487.393  23893336.448  20425075.647             0   19216838.08  23820177.741             0  21792122.537             0             0  20467956.941             0  20257181.296             0             0             0  24127754.867             0  19793912.442             0             0             0             0  23175241.117             0             0             0             0             0             0             0             0  23852730.537             0  20715654.269  21755941.478 
            0             0             0  25109534.029             0             0             0             0  21099757.375  22921174.345             0             0  24427275.836             0             0             0             0  22755378.581  23911971.801   20419530.58             0  19211669.308  23844641.896             0   21772526.06             0             0  20474477.762             0  20268402.025             0             0             0  24109575.235             0  19780816.164             0             0             0             0  23149468.378             0             0             0             0             0             0             0             0  23873450.288             0    20724671.2  21742397.513 
            0             0             0  25122312.158             0             0             0             0  21116823.775  22915155.821             0             0  24415814.565             0             0             0             0  22768385.684  23930622.068  20414069.298             0  19206601.542  23869135.114             0  21752961.971             0             0  20481122.191             0   20279756.72             0             0             0   24091432.46             0  19767853.648             0             0             0             0  23123725.894             0             0             0             0             0             0             0             0  23894189.819             0  20733769.238   21728904.33 
            0             0             0  25135150.543             0             0             0             0  21133954.627  22909281.169             0             0  24404443.087             0             0             0             0  22781508.458  23949286.205  20408691.727             0  19201636.573  23893655.942             0  21733430.708             0             0  20487890.045             0   20291242.79             0             0             0  24073322.724             0  19755026.757             0             0             0             0  23098004.893             0             0             0             0             0             0             0             0  23914952.473             0  20742948.737  21715460.761 
            0             0             0  25148053.835             0             0             0             0   21151152.07  22903548.312             0             0  24393162.165             0             0             0             0  22794750.791  23967963.629  20403397.546             0  19196772.518  23918209.992             0  21713928.806             0             0   20494781.43             0  20302860.964             0             0             0   24055254.24             0  19742335.356             0             0             0             0   23072318.16             0             0             0             0             0             0             0             0  23935733.737             0  20752209.565  21702067.276 
            0             0             0  25161024.228             0             0             0             0  21168413.499  22897968.807             0             0  24381971.839             0             0             0             0  22808105.487  23986654.503  20398187.897             0  19192011.869  23942788.562             0   21694461.65             0             0  20501795.618             0  20314609.708             0             0             0  24037225.006             0  19729780.656             0             0             0             0  23046658.008             0             0             0             0             0             0             0             0  23956538.224             0  20761551.706  21688725.047 
            0             0             0  25174050.548             0             0             0             0  21185742.042  22892530.014             0             0  24370870.144             0             0             0             0   22821576.77  24005356.876  20393062.682             0  19187354.601   23967395.94             0  21675026.197             0             0  20508931.389             0  20326488.823             0             0             0  24019232.797             0  19717362.508             0             0             0             0  23021030.504             0             0             0             0             0             0             0             0  23977363.046             0  20770974.841  21675431.985 
            0             0             0  25187136.522             0             0             0             0  21203133.027  22887237.542             0             0  24359862.163             0             0             0             0  22835166.052   24024074.77  20388022.103             0  19182799.826  23992027.777             0  21655624.644             0             0  20516189.022             0  20338497.166             0             0             0  24001283.049             0  19705082.022             0             0             0             0  22995430.264             0             0             0             0             0             0             0             0   23998206.01             0  20780478.513  21662191.088 
            0             0             0  25200291.074             0             0             0             0   21220592.22  22882092.853             0             0  24348944.932             0             0             0             0  22848863.922  24042808.055  20383065.812             0  19178348.562  24016688.473             0  21636256.071             0             0  20523568.413             0   20350634.29             0             0             0  23983373.021             0  19692939.219             0             0             0             0  22969859.791             0             0             0             0             0             0             0             0  24019068.282             0  20790062.786  21648999.953 
            0             0             0  25213500.617             0             0             0             0  21238112.796   22877092.26             0             0  24338120.567             0             0             0             0  22862674.719  24061549.906  20378195.336             0  19174000.986  24041364.567             0  21616921.998             0             0  20531070.317             0  20362901.465             0             0             0  23965504.461             0  19680933.832             0             0             0             0  22944325.792             0             0             0             0             0             0             0             0  24039949.727             0  20799728.629  21635860.535 
            0             0             0  25226772.114             0             0             0             0  21255699.542  22872241.264             0             0  24327390.962             0             0             0             0  22876598.193  24080305.011  20373410.002             0  19169758.096  24066074.827             0  21597622.877             0             0  20538692.529             0  20375295.768             0             0             0  23947679.147             0  19669067.486             0             0             0             0  22918824.355             0             0             0             0             0             0             0             0  24060845.194             0  20809474.312  21622771.337 
            0             0             0  25240102.336             0             0             0             0  21273349.207  22867535.398             0             0  24316750.512             0             0             0             0  22890634.195  24099072.363  20368710.365             0  19165619.811             0             0  21578359.665             0             0  20546434.721             0  20387817.115             0             0             0  23929891.904             0  19657339.784             0             0             0             0  22893352.378             0             0             0             0             0             0             0             0  24081762.718             0  20819300.378  21609734.011 
            0             0             0  25253489.485             0             0             0             0  21291063.419  22862977.455             0             0  24306204.762             0             0             0             0  22904777.909  24117851.979  20364096.185             0  19161585.547             0             0  21559129.833             0             0  20554298.147             0  20400466.105             0             0             0  23912152.452             0   19645751.01             0             0             0             0  22867915.482             0             0             0             0             0             0             0             0  24102696.433             0  20829207.625  21596748.084 
            0             0             0  25266937.607             0             0             0             0  21308840.443  22858568.919             0             0  24295751.597             0             0             0             0  22919037.431  24136641.821  20359568.226             0  19157656.979             0             0  21539937.223             0             0  20562282.277             0  20413239.363             0             0             0  23894456.834             0  19634302.408             0             0             0             0  22842513.679             0             0             0             0             0             0             0             0  24123643.401             0  20839194.328   21583812.78 
            0             0             0  25280441.102             0             0             0             0  21326678.721  22854302.453             0             0  24285393.399             0             0             0             0  22933401.262  24155444.609  20355126.227             0  19153832.796             0             0  21520780.379             0             0  20570385.234             0  20426140.622             0             0             0   23876803.68             0  19622994.874             0             0             0             0  22817145.021             0             0             0             0             0             0             0             0  24144609.414             0  20849262.128  21570929.997 
            0             0             0  25293999.314             0             0             0             0  21344583.066  22850184.198             0             0  24275127.688             0             0             0             0  22947874.191    24174260.1  20350770.816             0  19150115.043             0             0  21501658.913             0             0  20578606.761             0  20439165.176             0             0             0  23859195.399             0   19611827.47             0             0             0             0  22791814.805             0             0             0             0             0             0             0             0  24165585.481             0  20859409.425  21558098.505 
            0             0             0  25307615.529             0             0             0             0  21362548.937   22846218.58             0             0  24264959.064             0             0             0             0  22962455.912  24193086.189  20346501.955             0  19146502.742             0             0  21482576.049             0             0  20586947.074             0  20452313.942             0             0             0  23841633.424             0  19600800.201             0             0             0             0  22766516.451             0             0             0             0             0             0             0             0  24186581.356             0  20869636.611  21545319.338 
            0             0             0  25321289.653             0             0             0             0  21380577.199  22842397.051             0             0  24254880.266             0             0             0             0  22977147.623  24211924.389  20342320.224             0  19142996.551             0             0   21463530.72             0             0  20595406.625             0  20465586.963             0             0             0  23824117.471             0  19589914.202             0             0             0             0  22741257.851             0             0             0             0             0             0             0             0  24207591.854             0  20879943.901  21532592.289 
            0             0             0  25335023.028             0             0             0             0  21398668.023  22838723.154             0             0  24244900.561             0             0             0             0  22991943.047  24230769.394  20338225.669             0  19139596.835             0             0  21444523.149             0             0  20603985.091             0  20478982.925             0             0             0  23806648.485             0  19579170.975             0             0             0             0  22716037.666             0             0             0             0             0             0             0             0   24228612.62             0  20890329.974  21519916.841 
            0             0             0  25348807.454             0             0             0             0  21416821.208  22835202.581             0             0  24235017.102             0             0             0             0  23006841.923  24249629.847  20334218.396             0  19136304.138             0             0  21425553.791             0             0  20612680.263             0  20492501.639             0             0             0  23789226.944             0  19568569.656             0             0             0             0  22690855.496             0             0             0             0             0             0             0             0  24249644.611             0  20900796.415  21507293.679 
            0             0             0             0             0             0             0             0  21435034.427  22831826.826             0             0  24225227.706             0             0             0             0  23021850.145  24268495.979   20330299.03             0  19133118.513             0             0  21406624.725             0             0  20621492.693             0  20506140.295             0             0             0   23771854.69             0  19558110.606             0             0             0             0  22665710.486             0             0             0             0             0             0             0             0  24270692.024             0  20911342.318  21494723.288 
            0             0             0             0             0             0             0             0  21453310.885  22828598.896             0             0  24215533.341             0             0             0             0  23036960.809  24287375.098   20326466.77             0  19130039.797             0             0   21387733.44             0             0  20630422.072             0  20519900.863             0             0             0  23754528.679             0   19547794.58             0             0             0             0  22640606.613             0             0             0             0             0             0             0             0  24291755.103             0  20921966.749   21482205.23 
            0             0             0             0             0             0             0             0  21471647.385    22825524.1             0             0   24205935.95             0             0             0             0  23052173.894  24306262.677  20322722.632             0  19127069.055             0             0  21368881.597             0             0  20639468.564             0  20533782.683             0             0             0  23737254.481             0  19537621.147             0             0             0             0  22615544.578             0             0             0             0             0             0             0             0  24312823.562             0  20932671.086  21469739.703 
            0             0             0             0             0             0             0             0   21490044.28  22822592.253             0             0  24196434.551             0             0             0             0  23067491.748  24325162.027   20319066.74             0  19124205.542             0             0  21350072.437             0             0  20648631.456             0  20547784.178             0             0             0  23720029.974             0  19527592.171             0             0  25071212.064             0  22590521.735             0             0             0             0             0             0             0             0  24333905.857             0  20943453.814  21457326.803 
            0             0             0             0             0             0             0             0  21508503.448  22819812.616             0             0  24187030.962             0             0             0             0  23082910.046  24344072.749  20315499.664             0  19121450.916             0             0  21331302.269             0             0  20657908.983             0  20561903.646             0             0             0  23702853.172             0  19517706.286             0             0  25050980.189             0  22565539.503             0             0             0             0             0             0             0             0  24354996.947             0  20954316.177  21444967.096 
