           G1           G28           R22           G19           R12            G7            G3            G6            R6           R24            R5           G26           G11           G16           R13           R14            G8           R23           G15           G22           G17            R7           R15           R17            R8           G32           G20            G9            R1           R16            G4           R18            R2           G12            G2            R9           G10           G23           G25           R19           R10           G13            G5            R4           G31           R11           G29           R20           G30           G21           R21           G18           G14 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24354655.176             0             0  22837713.634             0             0             0             0             0             0   20912565.94  19334414.758  21465659.989  22073220.262  20192214.737  23996973.563  20138781.374  23572427.528  22365618.335  20268934.157  22829081.861  22799803.577  22602717.497  21404737.223   25262323.49  23679137.786  24603365.344             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24375575.806             0             0  22859051.172             0             0             0             0             0             0  20925055.572  19341019.887  21484893.767   22083380.78   20187262.85  24017058.549  20139480.604   23577646.74  22364451.723  20253840.503  22835622.821   22794434.63  22583406.556   21382686.35  25265555.087  23667207.244  24583195.138             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24396518.909             0             0  22880432.223             0             0             0             0             0             0  20937605.928  19347733.517  21504205.054  22093640.857  20182381.504  24037196.194  20140298.557  23582974.065  22363403.785  20238818.962  22842307.286  22789182.651  22564149.603  21360708.363  25268886.995  23655401.197  24563039.366             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24417484.813             0             0  22901850.954             0             0             0             0             0             0  20950214.901  19354555.553  21523595.849  22103999.565  20177570.052  24057387.542  20141235.185  23588410.106  22362472.717  20223871.054  22849135.773   22784044.77  22544943.292  21338804.847  25272314.774  23643718.601  24542899.057             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24438473.419             0             0  22923309.893             0             0             0             0             0             0  20962882.516   19361485.83  21543065.471  22114456.944  20172828.315  24077630.275  20142290.844  23593953.195  22361660.134  20208996.076  22856104.569  22779022.085  22525789.803   21316973.82  25275845.284  23632163.431  24522772.426             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24459481.852             0             0  22944805.263             0             0             0             0             0             0  20975609.757  19368524.507  21562615.041  22125012.605  20168157.071             0  20143465.024  23599601.948  22360964.346  20194195.714  22863215.579  22774114.003  22506688.958  21295217.698  25279471.822  23620730.736  24502658.059             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0   24480513.61             0             0   22966344.19             0             0             0             0             0             0  20988395.084  19375672.488  21582239.819    22135667.2  20163555.997             0  20144757.405  23605357.411  22360387.608  20179469.868  22870469.668  22769322.805  22487641.761  21273534.686  25283202.373  23609418.663  24482558.304             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24501565.391             0             0  22987916.855             0             0             0             0             0             0  21001238.527  19382928.661  21601939.983  22146418.817  20159025.502             0  20146167.971  23611218.766  22359929.557   20164818.99  22877868.125  22764647.898  22468649.707  21251928.542  25287030.891  23598238.805  24462474.764             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24522636.754             0             0  23009533.698             0             0             0             0             0             0  21014140.043  19390293.357  21621717.223  22157267.976  20154565.339             0  20147696.678  23617188.166  22359588.987  20150243.366  22885405.273  22760090.003   22449711.15   21230397.06  25290958.423  23587179.594  24442406.762             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24543729.475             0             0  23031182.921             0             0             0             0             0             0  21027098.203  19397766.496  21641568.411  22168213.075  20150175.963             0  20149342.801   23623265.11    22359366.4  20135745.001  22893082.461  22755648.779  22430826.648  21208943.658             0  23576252.373  24422354.671             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24564844.616             0             0  23052873.186             0             0             0             0             0             0  21040115.549  19405347.314  21661494.103  22179254.981  20145856.951             0  20151107.371  23629446.832  22359262.369  20121322.817  22900898.189  22751322.273  22411999.175   21187566.93             0  23565450.531  24402318.273             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24585972.693             0             0  23074598.871             0             0             0             0             0             0  21053188.407  19413036.928  21681493.513  22190392.305  20141608.697             0  20152989.376  23635734.281    22359276.2  20106978.206  22908856.952  22747113.583   22393224.93  21166267.812             0  23554780.512  24382300.111             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24607123.684             0             0  23096362.304             0             0             0             0             0             0  21066321.117  19420834.413  21701566.677  22201624.717  20137431.541             0  20154988.907  23642126.095  22359406.997  20092712.064  22916954.903  22743022.107  22374509.102  21145048.112             0  23544236.503  24362296.101             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24628293.939             0             0  23118162.313             0             0             0             0             0             0  21079507.659  19428741.103  21721709.721  22212953.255  20133325.434             0  20157105.412  23648623.959  22359655.583  20078523.573  22925187.951  22739049.071  22355847.798   21123905.74             0  23533823.836  24342312.368             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24649483.148             0             0  23139997.097             0             0             0             0             0             0  21092751.204  19436754.809  21741924.855  22224375.033  20129290.173             0  20159338.928   23655229.25  22360022.395  20064414.522  22933563.258  22735194.037  22337243.331  21102842.987             0  23523534.478  24322342.581             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24670684.875             0             0  23161866.723             0             0             0             0             0             0  21106052.023  19444877.148  21762211.879  22235890.848  20125325.895             0  20161689.686   23661936.31  22360506.206  20050384.567  22942076.084  22731453.655   22318695.96  21081861.283             0  23513379.364  24302393.431             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24691913.595             0             0  23183778.916             0             0             0             0             0             0  21119407.656  19453107.235  21782567.782  22247502.883   20121433.14             0  20164156.754  23668748.521  22361108.083  20036434.311  22950724.568   22727832.34  22300205.106  21060959.833             0   23503354.16  24282459.434             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24713151.973             0             0  23205726.178             0             0             0             0             0             0  21132820.432  19461445.062  21802992.823  22259205.171    20117611.5             0  20166741.171  23675668.523  22361827.293  20022565.031  22959509.797  22724331.287  22281773.839  21040140.031             0  23493459.014  24262544.035             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24734416.408             0             0  23227700.249             0             0             0             0             0             0  21146287.432  19469890.564  21823487.263  22271001.181  20113861.087             0  20169441.174  23682690.704  22362664.345  20008776.902  22968433.722  22720949.533   22263400.34  21019399.558             0  23483695.134  24242650.978             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24755691.233             0             0  23249716.395             0             0             0             0             0             0  21159810.215  19478444.306  21844048.609  22282889.575  20110182.618             0  20172257.194  23689817.181  22363619.664  19995070.206  22977495.923  22717686.741  22245084.203   20998744.64             0  23474065.295  24222776.265             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24776986.669             0             0  23271762.011             0             0             0             0             0             0  21173387.183  19487105.671  21864676.437  22294871.858  20106575.292             0  20175189.569   23697046.94  22364692.674   19981445.24  22986688.626  22714539.863  22226826.816  20978170.827             0  23464566.467  24202921.157             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24798294.538             0             0   23293841.34             0             0             0             0             0             0  21187020.373  19495874.772  21885370.703  22306943.339  20103040.201             0  20178237.959  23704381.601  22365881.827  19967903.977  22996017.391  22711511.784  22208629.923  20957680.549             0  23455199.202  24183085.416             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24819622.676             0             0  23315958.041             0             0             0             0             0             0  21200707.772  19504750.634  21906131.633  22319105.914  20099576.812             0  20181401.557  23711821.354   22367189.72  19954445.309  23005480.317  22708603.432  22190492.935  20937275.442             0  23445972.783  24163270.362             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0   24840963.12             0             0  23338104.772             0             0             0             0             0             0  21214448.982  19513734.315   21926958.95  22331359.639  20096184.768             0  20184680.519   23719362.18  22368613.686  19941069.731    23015078.6   22705815.24  22172415.542  20916953.961             0      23436870  24143475.698             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24862318.795             0             0  23360287.712             0             0             0             0             0             0  21228243.346  19522825.302  21947846.113  22343702.041   20092865.17             0  20188074.668  23727004.205  22370155.358  19927779.573    23024810.1  22703147.066  22154397.866   20896718.92             0  23427907.138  24123704.182             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24883691.319             0             0  23382499.472             0             0             0             0             0             0    21242092.2  19532024.159  21968800.615  22356134.453  20089617.047             0  20191583.139    23734750.3  22371813.772  19914573.626  23034674.009  22700599.009  22136440.528  20876568.573             0  23419077.348  24103952.338             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23404747.121             0             0             0             0             0             0  21255995.628  19541328.981  21989816.463  22368656.337  20086441.553             0  20195206.839  23742600.445  22373589.021  19901454.135  23044671.576  22698169.426  22118545.154  20856504.702             0    23410383.8   24084223.83             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23427024.356             0             0             0             0             0             0  21269949.929  19550741.433  22010894.912  22381266.392  20083337.918             0  20198945.055  23750552.389  22375480.325  19888419.375  23054800.091  22695860.871  22100710.344  20836528.361             0   23401825.78  24064518.192             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23449334.565             0             0             0             0             0             0  21283959.355  19560261.551  22032033.558  22393964.419   20080306.76             0   20202797.34  23758605.934  22377488.375  19875471.236  23065055.471  22693671.614  22082938.733  20816638.896             0  23393400.016  24044832.294             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23471677.704             0             0             0             0             0             0  21298020.339  19569886.899  22053235.222  22406750.884  20077348.134             0  20206763.786  23766760.512  22379614.944  19862610.291  23075448.831   22691602.77  22065228.551  20796837.088             0  23385114.782  24025172.349             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23494050.823             0             0             0             0             0             0  21312135.023   19579620.16  22074495.669  22419624.795   20074461.66             0  20210843.978  23775015.657   22381857.07   19849836.69  23085969.932  22689654.421  22047581.187  20777125.217             0  23376967.233  24005535.477             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0   23516452.11             0             0             0             0             0             0  21326300.705   19589458.98  22095816.003  22432584.824  20071647.795             0  20215037.069  23783373.012  22384214.203  19837150.494  23096621.216  22687826.206  22029996.261  20757501.671             0  23368953.837  23985922.879             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23538879.224             0             0             0             0             0             0  21340519.493  19599404.786  22117193.255  22445630.872  20068906.386             0  20219343.015  23791830.115  22386689.052  19824553.496  23107400.021  22686118.543  22012474.486  20737967.555             0  23361079.894  23966333.767             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23561344.272             0             0             0             0             0             0  21354789.159  19609456.955  22138630.668   22458762.78  20066238.063             0  20223763.082  23800389.688  22389279.119  19812045.413  23118306.125  22684532.315  21995015.495  20718523.596             0  23353340.599  23946769.618             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0   23583836.26             0             0             0             0             0             0  21369110.935  19619614.922  22160123.871  22471979.618  20063642.075             0  20228296.171  23809050.079  22391985.245  19799627.775  23129342.185  22683067.829  21977621.728  20699170.184             0  23345744.511  23927231.579             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23606359.006             0             0             0             0             0             0  21383484.307  19629879.298  22181672.453  22485281.053  20061118.978             0  20232940.621  23817809.863  22394807.152   19787299.06  23140503.353  22681725.517  21960292.317  20679908.219             0  23338286.936  23907718.624             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23628910.211             0             0             0             0             0             0  21397907.059  19640248.397   22203279.34  22498667.246  20058668.935             0  20237697.044  23826669.281  22397743.988  19775061.896  23151794.178  22680502.386  21943027.703  20660737.047             0  23330961.984  23888230.905             0             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23651489.341             0             0             0             0             0             0  21412382.687  19650724.244  22224941.153  22512137.934  20056291.947             0  20242566.034  23835627.655  22400796.648  19762915.297  23163213.254  22679401.403  21925827.186  20641660.694             0  23323785.996  23868771.131  23930247.663             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23674093.494             0             0             0             0             0             0  21426906.594  19661305.992   22246656.02  22525690.525  20053988.098             0  20247546.754  23844683.916  22403965.453  19750860.725  23174750.329  22678419.216   21908692.71  20622674.901             0  23316742.089  23849335.137  23907173.058             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0   23696729.27             0             0             0             0             0             0   21441482.97   19671992.27  22268427.817  22539326.612   20051757.38             0  20252638.951  23853841.625  22407248.854  19738898.571  23186416.345  22677558.539  21891623.682   20603782.69             0  23309844.963  23829929.383  23884103.242             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23719388.426             0             0             0             0             0             0  21456107.221  19682784.773  22290250.448  22553044.642  20049599.637             0  20257842.483  23863097.181  22410646.448  19727028.991  23198207.409   22676820.45  21874619.703  20584985.179             0  23303081.633   23810548.05  23861030.716             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23742078.906             0             0             0             0             0             0  21470784.919  19693681.573  22312126.777  22566843.475  20047515.285             0  20263156.726  23872450.097  22414160.059  19715252.411  23210121.833  22676202.706  21857682.977  20566282.794             0  23296462.128  23791198.217  23837959.331             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23764796.852             0             0             0             0             0             0  21485508.234  19704684.062  22334051.306  22580724.985  20045504.405             0   20268581.03  23881900.516  22417787.892  19703569.861   23222157.39   22675709.78  21840813.209  20547673.931             0  23289987.394  23771874.012  23814885.956             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23787535.876             0             0             0             0             0             0  21500283.569  19715790.919  22356028.969  22594687.024   20043566.93             0  20274115.692  23891449.644  22421529.034  19691981.961  23234318.046  22675337.728  21824010.251  20529160.521             0   23283648.23  23752580.509  23791816.992             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23810303.229             0             0             0             0             0             0  21515106.363  19727002.036  22378057.973  22608728.356  20041702.687             0  20279761.192   23901095.11   22425385.58  19680488.573  23246598.501  22675087.025  21807273.933  20510744.116             0  23277454.197  23733314.184  23768754.277             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23833101.112             0             0             0             0             0             0  21529978.605  19738318.326  22400138.052  22622849.303   20039912.42             0  20285516.401  23910837.488  22429356.426  19669091.145  23258997.678  22674958.178  21790606.697  20492422.977             0  23271402.148  23714077.275   23745688.85             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23855917.468             0             0             0             0             0             0  21544900.541  19749738.228  22422263.437  22637049.803  20038195.724             0  20291379.878  23920677.382  22433439.943  19657788.901  23271520.395  22674950.697  21774006.946  20474198.797             0  23265492.865  23694870.206   23722621.42             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  23878758.067             0             0             0             0             0             0  21559868.636  19761262.413  22444437.093   22651328.52  20036552.245             0  20297353.037  23930613.551  22437638.075  19646584.015  23284162.554  22675064.579  21757475.619  20456072.977             0  23259725.728  23675694.561   23699565.16             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  21574886.361  19772890.473   22466661.41  22665686.052  20034983.404             0  20303435.606  23940645.262   22441949.98  19635475.789  23296925.937  22675300.524  21741012.659  20438044.528             0  23254101.165   23656550.56  23676514.162             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  21589952.072  19784622.512  22488933.008  22680119.369  20033488.073             0  20309625.769  23950774.032  22446374.695  19624464.562  23309805.431  22675656.685   21724618.64  20420114.805             0  23248622.456  23637436.742  23653459.941             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  21605064.785  19796457.546  22511247.237  22694632.141  20032066.541             0  20315924.211   23960997.28  22450912.521  19613551.872  23322799.802  22676137.792  21708293.992  20402283.808             0  23243282.101  23618353.798  23630412.636             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  21620225.556  19808397.397  22533613.414  22709219.594  20030718.709             0  20322331.189  23971315.405  22455562.647  19602737.368  23335916.316  22676742.194  21692039.952  20384553.101             0  23238086.502   23599304.82  23607368.423             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  21635432.416   19820439.28  22556018.971    22723883.6  20029445.379             0  20328845.061  23981728.183  22460325.895  19592021.083   23349147.16  22677465.938  21675855.164   20366920.88             0  23233040.009   23580285.07  23584333.259             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24016333.136             0             0             0             0             0             0   21650686.78  19832584.352  22578470.656  22738622.959  20028246.112             0  20335465.937   23992234.92  22465200.594  19581405.578  23362492.534  22678313.619  21659741.022  20349389.678             0  23228136.145  23561299.783  23561298.081             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24039344.326             0             0             0             0             0             0  21665988.272  19844831.601   22600965.94  22753437.067  20027120.828             0   20342194.54  24002836.952  22470188.319  19570889.638   23375956.66  22679281.733  21643697.554  20331960.051             0  23223373.623  23542349.093  23538274.342             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24062376.033             0             0             0             0             0             0  21681335.685  19857182.107  22623504.912  22768326.773  20026070.119             0  20349029.387  24013527.841  22475287.524   19560474.54  23389531.449  22680372.909  21627724.506   20314631.36             0  23218761.436  23523431.066   23515254.11             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24085429.188             0             0             0             0             0             0  21696730.597  19869634.614  22646087.319  22783289.125  20025093.714             0  20355970.068  24024315.226  22480497.917  19550160.293   23403224.92  22681584.973    21611823.3  20297403.334             0  23214288.798  23504546.423  23492238.363             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24108502.998             0             0             0             0             0             0  21712168.775  19882188.547  22668709.906  22798323.873  20024191.291             0  20363017.744  24035195.804  22485819.941  19539948.094  23417026.196  22682919.058  21595993.799  20280279.219             0  23209963.712  23485695.703  23469231.871             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  24131599.815             0             0             0             0             0             0  21727654.717  19894845.816  22691372.486  22813433.629  20023363.592             0  20370170.113  24046170.497  22491252.747  19529837.006  23430940.404  22684375.615  21580236.091    20263258.5             0   23205783.16  23466880.364  23446235.108             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  21743185.804  19907603.782  22714075.726  22828614.315  20022610.255             0  20377428.163  24057236.567  22496796.219  19519829.122  23444970.832  22685954.708  21564550.664   20246339.45             0  23201754.474  23448101.822  23423245.113             0             0             0             0             0 
            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0  21758762.487  19920463.835  22736821.065   22843866.64  20021931.639             0   20384791.84  24068394.333  22502451.627  19509924.105  23459105.285  22687654.543  21548938.619  20229523.757             0  23197865.339  23429357.996  23400265.266             0             0             0             0             0 
